#{"t_start": 1779895869.705602, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_collision,episode_out_of_road,episode_mean_speed,episode_steering_variation,episode_ttc_risk,curriculum_stage
2.302953,500,1.929783,0.0,0.0,6.023251864906799,0.0,0.0,0.6703359184211866,0.8581501166895031,0.0,0.0
1.262888,500,2.858808,0.0,0.0,4.335438963510863,0.0,0.0,0.6283084817540951,0.8462438847124577,0.0,0.0
3.98448,500,4.116171,0.0,0.0,7.124874600866748,0.0,0.0,0.8168327476172772,0.8458790519088507,0.0,0.0
1.582868,500,5.0585,0.0,0.0,7.5792044392408995,0.0,0.0,0.7632734284690267,0.8417347493469716,0.0,0.0
3.930401,500,6.084512,0.0,0.0,9.890779979739538,0.0,0.0,0.9226020935598115,0.8348447066172957,0.0,0.0
-0.113954,500,7.011209,0.0,0.0,10.558765117451843,0.0,0.0,1.0478571957354401,0.8069144816994667,0.0,0.0
6.838332,500,8.110751,0.0,0.0,16.064258309236543,0.0,0.0,1.3626674207550373,0.8301738727390766,0.0,0.0
-5.614385,500,9.062983,0.0,0.0,16.240328186365684,0.0,0.0,1.4415655034585295,0.8169251297712325,0.0,0.0
13.505208,500,10.128588,0.0,0.0,21.763291852966592,0.0,0.0,1.7367363250981431,0.7799786866605282,0.0,0.0
12.412717,500,11.034053,0.0,0.0,23.429694366581515,0.0,0.0,1.8999621584053992,0.8346940589025617,0.0,0.0
21.542313,500,12.09598,0.0,0.0,30.389965518597847,0.0,0.0,2.3348518121783775,0.8186866661310196,0.0,0.0
-5.278849,190,12.474012,0.0,1.0,0.5899315511526648,0.0,1.0,2.181262214805897,0.8260064911587458,0.0,0.0
0.792124,500,13.589396,0.0,0.0,25.10486597939982,0.0,0.0,2.1563018023912934,0.8082325653880834,0.0,0.0
10.982488,500,14.496984,0.0,0.0,38.58179618848542,0.0,0.0,2.9428428957173227,0.8597473850324749,0.0,0.0
-6.028158,271,15.028172,0.0,1.0,13.876617467761129,0.0,1.0,3.304231364170005,0.7684482924805136,0.0,0.0
26.053199,500,16.131827,0.0,0.0,39.0729250544816,0.0,0.0,2.975896395764336,0.8358139446228743,0.0,0.0
20.167321,500,17.091317,0.0,0.0,34.24549477737095,0.0,0.0,2.6324767023873386,0.8770093491524458,0.0,0.0
0.868146,120,17.340111,0.0,1.0,4.0153912599814685,0.0,1.0,3.791559920445898,0.7991502015540998,0.0,0.0
10.517532,303,18.062388,0.0,1.0,18.587216216467993,0.0,1.0,3.607187319880233,0.7501234481781229,0.0,0.0
5.955343,182,18.421003,0.0,1.0,11.387788553391214,0.0,1.0,4.114341412073066,0.8629820913403898,0.0,0.0
22.053236,340,19.091873,0.0,1.0,28.383865985620417,0.0,1.0,3.89680291019499,0.7993863057673855,0.0,0.0
32.312898,460,20.103049,0.0,1.0,47.72687926152075,0.0,1.0,4.307440840388361,0.7603866341969241,0.0,0.0
45.539793,500,21.088143,0.0,0.0,55.89963862382761,0.0,0.0,4.123914099150251,0.807416152253747,0.0,0.0
-3.096617,85,21.272199,0.0,1.0,-0.4215430732627379,0.0,1.0,3.5730853161554754,0.7970611625296228,0.0,0.0
8.163223,295,22.01999,0.0,1.0,17.100696387920504,0.0,1.0,3.2913936753645485,0.8226810592968585,0.0,0.0
60.633194,500,23.020866,0.0,0.0,74.28942441668964,0.0,0.0,5.395024867484602,0.7952261707931757,0.0,0.0
29.805296,267,23.54587,0.0,1.0,36.52359874917938,0.0,1.0,5.985817995911888,0.794792357120621,0.0,0.0
20.895005,355,24.369316,0.0,1.0,33.756074645813406,0.0,1.0,5.5385291861954435,0.7922213316173621,0.0,0.0
22.126803,250,24.884112,0.0,1.0,35.17876212228027,0.0,1.0,6.818697442695692,0.7112499455660581,0.0,0.0
48.160061,355,25.572214,0.0,1.0,59.220919090195906,0.0,1.0,8.08807572542766,0.7609786317801811,0.0,0.0
26.533898,246,26.088046,0.0,1.0,33.0563825955539,0.0,1.0,6.1082370124158345,0.7858212720148448,0.0,0.0
5.106963,99,26.434921,0.0,1.0,10.65826893660644,0.0,1.0,7.893319623583741,0.7712597512837612,0.0,0.0
30.146682,224,26.902486,0.0,1.0,42.19534619149977,0.0,1.0,8.32531614345876,0.8091299868870659,0.0,0.0
3.225853,108,27.132807,0.0,1.0,9.592428711455408,0.0,1.0,6.935811831569996,0.7530976575281885,0.0,0.0
18.040223,164,27.472445,0.0,1.0,27.417739302888613,0.0,1.0,9.025350847387237,0.7858888023055908,0.0,0.0
42.227173,245,27.981111,0.0,1.0,54.571348225643234,0.0,1.0,9.560131183781102,0.7932585465968872,0.0,0.0
3.027372,105,28.191789,0.0,1.0,10.135082576376655,0.0,1.0,6.884906288693026,0.8391078511873881,0.0,0.0
11.617634,105,28.407595,0.0,1.0,17.235868051229055,0.0,1.0,9.465288902343493,0.7089778017430078,0.0,0.0
8.329005,136,28.839684,0.0,1.0,18.395546988460012,0.0,1.0,7.534319940440092,0.7901310051846153,0.0,0.0
55.112179,500,29.867161,0.0,0.0,76.50782477786947,0.0,0.0,7.463654898497248,0.7949218461886048,0.0,0.0
64.597333,437,30.879618,0.0,1.0,80.96986462964539,0.0,1.0,7.824559111293828,0.7978057133916178,0.0,0.0
53.604205,268,31.399646,0.0,1.0,62.45196589056452,0.0,1.0,11.448328917406329,0.8186757463072218,0.0,0.0
10.964929,121,31.653987,0.0,1.0,14.353819674096407,0.0,1.0,7.697059319154229,0.8410674746125197,0.0,0.0
20.525192,145,31.966338,0.0,1.0,24.857553445047948,0.0,1.0,8.134038066981715,0.7838849621086285,0.0,0.0
67.759633,354,32.656413,0.0,1.0,77.10182006811593,0.0,1.0,8.930402160206482,0.7904212500500141,0.0,0.0
35.003536,166,33.124479,0.0,1.0,40.64724495095785,0.0,1.0,11.019950815327167,0.7954743855060583,0.0,0.0
89.012182,500,34.089292,0.0,0.0,103.26961944452403,0.0,0.0,8.296173954440984,0.8535906060189009,0.0,0.0
5.509372,198,34.494531,0.0,1.0,11.353988995746526,0.0,1.0,4.881702756675207,0.8646841916923571,0.0,0.0
68.487632,373,35.405824,0.0,1.0,79.8452452130742,0.0,1.0,8.882318087978362,0.7935478227567577,0.0,0.0
7.095146,116,35.675206,0.0,1.0,11.231274217435633,0.0,1.0,7.261619331330142,0.7817151554506915,0.0,0.0
47.463826,247,36.175552,0.0,1.0,60.742807960383175,0.0,1.0,10.092490194500813,0.7482040331431246,0.0,0.0
91.769478,428,37.059825,0.0,1.0,106.36661419045186,0.0,1.0,10.490426380390787,0.7519024528876365,0.0,0.0
0.519424,59,37.192315,0.0,1.0,2.650389043755932,0.0,1.0,7.14023592564209,0.7824499940468093,0.0,0.0
32.467972,240,37.860147,0.0,1.0,46.61659126115314,0.0,1.0,12.059952022470394,0.7751046090386808,0.0,0.0
41.24381,250,38.3919,0.0,1.0,54.70440206392812,0.0,1.0,9.03730676205687,0.7185862537324429,0.0,0.0
73.359881,500,39.309737,0.0,0.0,101.35430542557792,0.0,0.0,7.5161562590497555,0.8106859345883131,0.0,0.0
6.997563,85,39.522377,0.0,1.0,10.823318978157683,0.0,1.0,9.476096452948138,0.7903022158671827,0.0,0.0
45.801609,314,40.294621,0.0,1.0,68.38731113766123,0.0,1.0,8.908492797863182,0.834923891267579,0.0,0.0
30.239259,161,40.626657,0.0,1.0,43.49686611161122,0.0,1.0,11.716148456679193,0.8200378851583285,0.0,0.0
24.112885,186,40.992784,0.0,1.0,34.2836158848397,0.0,1.0,10.72669431757915,0.7579113950812688,0.0,0.0
35.072738,244,41.480308,0.0,1.0,55.4704577612,0.0,1.0,11.723534199526204,0.7844517204421954,0.0,0.0
18.673259,194,41.968661,0.0,1.0,26.421153268071038,0.0,1.0,7.119209812742858,0.8588935523917994,0.0,0.0
128.702685,500,42.896532,0.0,0.0,162.31120530543927,0.0,0.0,11.877689230890445,0.8376316179484129,0.0,0.0
13.679492,162,43.225574,0.0,1.0,25.982621996929197,0.0,1.0,7.9061283945676,0.7491911910704256,0.0,0.0
