variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed,ppo,0,0.0,0.94,0.9908101195195154,0.0,0.0,0.0,561.1192057980982,354.88081624657406,1099.08,18.304797269422558,0.07126383064175928,0.018862324351951065,0.22807724265019824,0.0,
proposed,ppo,0,0.08,0.98,0.9863215819705886,0.02,0.0,0.02,525.3018863830134,306.21508334768976,1059.54,17.892210716173974,0.08123876534823578,0.028394247417665497,0.24393127550487534,0.006916355462898719,6.072418538660597
proposed,ppo,0,0.15,0.56,0.8189358093143536,0.26,0.0,0.26,439.72858370338895,125.785266001605,1072.54,15.89396831652241,0.1181639725059577,0.04044046117162726,0.32990651874607413,0.01950540517400058,3.758621642252169
