#{"t_start": 1782817203.1953626, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-224.568872,1500,8.92102,0.0,0.0,0.014791802377871633,-224.5688716269166,0.0,0.0,0.0,0.0,0.008047122746043791,1500,0.013200763227147829,0.0034744780361488066,0.0035015211666671836,0.0006666666666666666,0.0006666666666666666,0.0008950480620066325,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,4.0
-224.747023,1500,18.541946,0.0,0.0,-0.007512951536646428,-224.74702307910877,0.0,0.0,0.0,0.0,0.007697159273754265,1500,0.013922353640106761,0.010668117631881418,0.01074270441793461,0.0006666666666666666,0.0006666666666666666,0.0011130520502726237,0.0,875.7270250423587,0,0,0,0,0.0,0.0,0.0,0.0,4.0
-224.761659,1500,27.730797,0.0,0.0,-0.008056503768488793,-224.76165862828006,0.0,0.0,0.0,0.0,0.007300410174173336,1500,0.013938187707367893,0.010621062700103795,0.010672129159146452,0.0006666666666666666,0.0006666666666666666,0.0009877806504567464,0.0,589.8906705450551,0,0,0,0,0.0,0.0,0.0,0.0,4.0
-224.566543,1500,37.801334,0.0,0.0,0.016859240967675476,-224.56654347753144,0.0,0.0,0.0,0.0,0.008054562497039919,1500,0.013112498404970353,0.0033776660609897077,0.0034063216271761,0.0006666666666666666,0.0006666666666666666,0.0009331932067871094,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,4.0
