variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,28,10200,7,0.0,0,16,364.18140066599966,261.39514603274574,1.0,0.9877191143338137,0.0,0.0,0.0,0.0,0.0,763,18.28837574355667,0.15350754894599025,0.3734860851597532,0.01547473984456781,0.21494102228047182,0.21756225425950196,0.0,,665,0,0,665,0.8715596330275229,0.0,0.0,0.8715596330275229
proposed,ppo,28,10500,7,0.0,1,16,358.801214254229,254.2244840130283,1.0,0.9872019875387386,0.0,0.0,0.0,0.0,0.0,780,18.2415989274015,0.18346462728160823,0.5082292014203726,0.016301551381818567,0.2282051282051282,0.23076923076923078,0.0,,674,0,0,674,0.8641025641025641,0.0,0.0,0.8641025641025641
proposed,ppo,28,10600,7,0.0,2,16,440.7765671058237,296.28109283690696,1.0,0.990105782719495,0.0,0.0,0.0,0.0,0.0,930,18.322462346671863,0.15292085191619587,0.4620423359199577,0.014627955340209508,0.2129032258064516,0.21505376344086022,0.0,,815,0,0,815,0.8763440860215054,0.0,0.0,0.8763440860215054
proposed,ppo,28,10000,7,0.0,3,16,462.2099572843526,311.16998404798784,1.0,0.9892680700217652,0.0,0.0,0.0,0.0,0.0,948,18.326872691861073,0.12666079635183397,0.38403045866072794,0.013797621038852393,0.21308016877637131,0.21518987341772153,0.0,,831,0,0,831,0.8765822784810127,0.0,0.0,0.8765822784810127
proposed,ppo,28,11200,7,0.0,4,16,440.0303852260917,288.940766191424,1.0,0.9892511727397161,0.0,0.0,0.0,0.0,0.0,955,18.31850081313494,0.1784871008697158,0.5724255765228569,0.015592771076173058,0.21780104712041884,0.2198952879581152,0.0,,835,0,0,835,0.8743455497382199,0.0,0.0,0.8743455497382199
proposed,ppo,28,10700,7,0.0,5,16,464.6120235067466,309.8441914764724,1.0,0.9907536468445723,0.0,0.0,0.0,0.0,0.0,972,18.26194943947317,0.1398964429864286,0.3684192869069686,0.015493787035112243,0.23251028806584362,0.2345679012345679,0.0,,841,0,0,841,0.8652263374485597,0.0,0.0,0.8652263374485597
proposed,ppo,28,11100,7,0.0,6,16,476.3828361487034,313.6963620260107,1.0,0.9914877051358644,0.0,0.0,0.0,0.0,0.0,1001,18.336012325357142,0.14677218460623506,0.45795192705677173,0.015252247122911872,0.21578421578421578,0.21678321678321677,0.0,,877,0,0,877,0.8761238761238761,0.0,0.0,0.8761238761238761
proposed,ppo,28,10300,7,0.0,7,16,477.06425485640165,311.8266612468154,1.0,0.9899309768022783,0.0,0.0,0.0,0.0,0.0,1012,18.31589340234875,0.15082608015800023,0.4580766389489806,0.01748497341621461,0.22727272727272727,0.22826086956521738,0.0,,881,0,0,881,0.8705533596837944,0.0,0.0,0.8705533596837944
proposed,ppo,28,10800,7,0.0,8,16,487.3209422941545,321.08075640314564,1.0,0.9910082773353432,0.0,0.0,0.0,0.0,0.0,1022,18.319296689762776,0.14292421502913158,0.33893997502284695,0.01437371067380179,0.22113502935420742,0.22113502935420742,0.0,,893,0,0,893,0.8737769080234834,0.0,0.0,0.8737769080234834
proposed,ppo,28,11400,7,0.0,9,16,487.7284477934365,318.5116718677566,1.0,0.9905182510231193,0.0,0.0,0.0,0.0,0.0,1031,18.2919584409792,0.147085642943378,0.3973608926319576,0.018306270323487795,0.23278370514064015,0.2347235693501455,0.0,,894,0,0,894,0.8671193016488846,0.0,0.0,0.8671193016488846
proposed,ppo,28,10900,7,0.0,10,16,450.0065478675074,279.83467869333066,1.0,0.9881386221215913,0.0,0.0,0.0,0.0,0.0,1033,18.3413907871315,0.226959211041668,0.5811318646090647,0.01483786057154328,0.2149080348499516,0.21684414327202323,0.0,,906,0,0,906,0.8770571151984511,0.0,0.0,0.8770571151984511
proposed,ppo,28,11500,7,0.0,11,16,547.5732845615273,349.27006243099976,1.0,0.9913311808407261,0.0,0.0,0.0,0.0,0.0,1140,18.288368981104746,0.13281037376839588,0.38028837754462474,0.014956415557351551,0.23333333333333334,0.23508771929824562,0.0,,989,0,0,989,0.8675438596491228,0.0,0.0,0.8675438596491228
proposed,ppo,28,11000,7,0.0,12,16,560.519453424369,357.1427951460846,1.0,0.9925921029015046,0.0,0.0,0.0,0.0,0.0,1167,18.30807020646648,0.13193899156022798,0.2889510517817369,0.014245316626435432,0.22793487574978577,0.22964867180805484,0.0,,1017,0,0,1017,0.87146529562982,0.0,0.0,0.87146529562982
proposed,ppo,28,10400,7,0.0,13,16,546.9212416392816,338.95741360055166,1.0,0.9917718424536193,0.0,0.0,0.0,0.0,0.0,1184,18.363534497694328,0.17126403981533386,0.5376761793280235,0.014168162333442376,0.21283783783783783,0.21452702702702703,0.0,,1042,0,0,1042,0.8800675675675675,0.0,0.0,0.8800675675675675
proposed,ppo,28,10100,7,0.0,14,16,561.4051969851273,337.2065231912227,1.0,0.9919015293844149,0.0,0.0,0.0,0.0,0.0,1232,18.32441551015467,0.17642982469618376,0.8946915170542107,0.019689919385082365,0.237012987012987,0.2353896103896104,0.0,,1069,0,0,1069,0.8676948051948052,0.0,0.0,0.8676948051948052
