#{"t_start": 1782846504.1558793, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-76.043526,600,4.440478,0.0,0.0,6.7566340029572185,-76.04352598775617,0.0,0.0,0.0,0.0,0.11286469262491484,600,0.7569700142539365,0.08206015522420762,0.25250731170969276,0.8168160990749797,0.8227751038596034,0.6479127106318872,0.0,nan,0.0016666666666666668,0.08643069423143301,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-94.399271,600,10.162494,0.0,0.0,5.9865270069267496,-94.39927059767156,0.0,0.0,0.0,0.0,0.1312715629140605,600,0.7998041105707611,0.25794219066012064,0.6414503740189262,0.7959449585340918,0.815044751400128,0.6426067547562222,0.0,nan,0.14,20.143396617697366,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-74.427032,600,13.198156,0.0,0.0,7.453721981765516,-74.42703231021056,0.0,0.0,0.0,0.0,0.10490266747266495,600,0.7476613831412606,0.08868553941386237,0.24499350164186942,0.8175864807935431,0.7930242139225204,0.5910345833003521,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-87.016769,600,19.008011,0.0,0.0,5.623607491088594,-87.01676916037465,0.0,0.0,0.0,0.0,0.10748420400267406,600,0.686329038929674,0.2244778670382994,0.3422889707145141,0.8526461576732497,0.7945673729727666,0.6052123406032721,0.0,nan,0.145,9.977941066025915,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-86.181059,600,21.873803,0.0,0.0,4.548069122223627,-86.18105945953103,0.0,0.0,0.0,0.0,0.09028855501415954,600,0.6247933980284051,0.17207838006326034,0.31802354666528887,0.7929518435150384,0.8517471644282341,0.6593297072251638,0.0,nan,0.09666666666666666,5.966636221209248,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-71.317201,600,27.885021,0.0,0.0,9.104458605711093,-71.31720108316135,0.0,0.0,0.0,0.0,0.11701424034957832,600,0.8497684871331591,0.0580596678333545,0.15166212647184532,0.8329695299454033,0.7642565724874536,0.6335848717143139,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-92.412153,600,33.470953,0.0,0.0,7.110890299862657,-92.41215293569566,0.0,0.0,0.0,0.0,0.12179549096061863,600,0.8277404893029215,0.22534725780991452,0.4409840930158147,0.8170620122551918,0.7891965903465946,0.6504171542574962,0.0,nan,0.215,20.589417724051728,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-82.289918,600,36.638636,0.0,0.0,8.251740968300032,-82.2899184104227,0.0,0.0,0.0,0.0,0.12659306673398682,600,0.8835465994313355,0.18404721157109227,0.396526093734789,0.7989403730879228,0.7695076246807973,0.6220064472903808,0.0,nan,0.14833333333333334,11.979511563932165,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-174.995879,600,42.364935,0.0,0.0,6.022376245065381,-174.9958794283531,0.0,0.0,0.0,0.0,0.1596947593517385,600,0.9512127147712585,0.5485241696331301,0.9998960918888755,0.880763204904894,0.7730903529251615,0.6298694425572952,0.0,nan,0.31166666666666665,104.74485792495543,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-167.855507,600,45.384488,0.0,0.0,6.871607837412046,-167.8555065501762,0.0,0.0,0.0,0.0,0.1577058532460058,600,0.9196955765471974,0.6018485517408625,1.4356729389604845,0.8290577055513859,0.7404271967429668,0.5927878724597394,0.0,nan,0.21666666666666667,99.44954459872238,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
