#{"t_start": 1782846504.134203, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-75.483901,600,4.461603,0.0,0.0,7.027787270111161,-75.4839008326535,0.0,0.0,0.0,0.0,0.1040323291962514,600,0.751036602727108,0.053847212274989516,0.3024665776098677,0.7917889640852809,0.7777985731636484,0.595536815499266,0.0,nan,0.018333333333333333,1.109087635559162,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.520733,600,10.179589,0.0,0.0,6.488690248828679,-76.52073270694514,0.0,0.0,0.0,0.0,0.09087305421601305,600,0.7385726950769259,0.09580015729731259,0.22898665776653393,0.8249853234769156,0.8284393958995739,0.6154475713769595,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-74.36879,600,13.219778,0.0,0.0,7.235413669626508,-74.36879023406124,0.0,0.0,0.0,0.0,0.12033757327813675,600,0.7392033331525899,0.04262525306911249,0.15681136954052555,0.819241271900634,0.7910326555743814,0.6156821523110072,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-157.031772,600,19.026335,0.0,0.0,4.727431038067002,-157.03177157220514,0.0,0.0,0.0,0.0,0.14638380942161902,600,0.8289093407277435,0.5497739427043831,0.9976997309881394,0.85997661105978,0.7970474365974466,0.6608796438326439,0.0,nan,0.2733333333333333,84.85083946810336,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-79.469651,600,21.89765,0.0,0.0,5.054145765324424,-79.46965099145001,0.0,0.0,0.0,0.0,0.10633190314719292,600,0.5998300436952748,0.12918427418757633,0.24958094205249284,0.7832655826521416,0.8129524079027275,0.6161411669726173,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-100.947793,600,27.905643,0.0,0.0,7.210430027845773,-100.94779322601153,0.0,0.0,0.0,0.0,0.1444778956000352,600,0.813888466920895,0.2887418540160427,0.8454030246846291,0.8448507146847745,0.8056934180110693,0.6306611702839533,0.0,nan,0.14666666666666667,28.132124063935905,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-114.869529,600,33.492611,0.0,0.0,7.445764908506269,-114.8695293502018,0.0,0.0,0.0,0.0,0.1556006410987095,600,0.8409480386386854,0.3018293320006427,0.7591383694840518,0.7824361682000259,0.7946400335306922,0.632544414276878,0.0,nan,0.23666666666666666,44.716437448403155,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-138.592367,600,36.661473,0.0,0.0,7.484585589183587,-138.5923667337771,0.0,0.0,0.0,0.0,0.14782280022246846,600,0.9927621017179455,0.3583123043830448,1.0328337711313618,0.8103099578494827,0.7875971529756983,0.6252258382489284,0.0,nan,0.2833333333333333,71.74757153726769,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.019889,600,42.379001,0.0,0.0,9.851692265500757,-76.01988887132539,0.0,0.0,0.0,0.0,0.13204169770734997,600,0.9753539076256875,0.1665767633822067,0.35882583690516306,0.8273786947131156,0.7937888700763385,0.6454794686039289,0.0,nan,0.125,8.977402912369822,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-213.333632,253,43.809106,0.0,1.0,-5.543113131698416,-213.3336316604812,0.0,0.0,0.0,1.0,0.10614947758360696,253,1.3887088859087457,0.323589067126699,1.0257396803837664,0.8350269185460132,0.7551912391492029,0.5493441529189174,0.0,nan,0.2134387351778656,26.3080541979763,10.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
