#{"t_start": 1782846504.0496817, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-78.616087,600,4.545599,0.0,0.0,5.566329294317984,-78.61608729484199,0.0,0.0,0.0,0.0,0.10251870144997693,600,0.6511739401438603,0.053099051696540674,0.10796508282404967,0.8111607486847788,0.8447704863548279,0.6067134093741576,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-78.362037,600,10.266103,0.0,0.0,6.0358743767073095,-78.36203699334921,0.0,0.0,0.0,0.0,0.0880006454574282,600,0.7299309292726514,0.07741148317240193,0.17126250816145858,0.7921753029711545,0.8637599931672836,0.6387078609659026,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-79.118569,600,13.301116,0.0,0.0,6.917333658451134,-79.11856928657787,0.0,0.0,0.0,0.0,0.11135390444327216,600,0.7814633100622608,0.18200318651134664,0.3375419675116831,0.7746934386715293,0.8376293891916672,0.652997172921896,0.0,nan,0.08833333333333333,5.581392293534471,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-77.876951,600,19.111349,0.0,0.0,6.776616771828525,-77.87695134194568,0.0,0.0,0.0,0.0,0.09086850680350111,600,0.6756843504670366,0.045510465950694,0.1386251345694219,0.8316220839321613,0.8430891329670945,0.6511031630386909,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-77.399551,600,21.97863,0.0,0.0,5.614879102014364,-77.39955110789278,0.0,0.0,0.0,0.0,0.09302142879121124,600,0.6826082389235448,0.1410559918589074,0.2513099732984703,0.7886856253414104,0.8193960173179706,0.6223781335850557,0.0,nan,0.0016666666666666668,0.07784781054842613,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-74.608395,600,27.989935,0.0,0.0,7.9424150392212045,-74.60839489921393,0.0,0.0,0.0,0.0,0.14669690073198416,600,0.8693529755157042,0.14091419079663475,0.35293735722727915,0.793212610265861,0.7973450711990396,0.6653793805837631,0.0,nan,0.05333333333333334,3.8974784481038736,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-151.501131,600,33.57752,0.0,0.0,4.990123237897731,-151.5011313400222,0.0,0.0,0.0,0.0,0.13626607527270984,600,0.832386536557927,0.5073215118761124,0.9427099226398425,0.828832572804143,0.8181168881369134,0.6025849296276768,0.0,nan,0.2816666666666667,78.74683596987948,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-126.669976,600,36.744771,0.0,0.0,6.83192892871687,-126.66997564378458,0.0,0.0,0.0,0.0,0.149696105703199,600,0.9235695736593054,0.3816232484474815,0.9731316019968465,0.835584832491974,0.7960423289860288,0.635007166241606,0.0,nan,0.23166666666666666,57.623784336270965,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-66.311879,600,42.463483,0.0,0.0,11.742797389163272,-66.31187876924696,0.0,0.0,0.0,0.0,0.1473061205324652,600,1.027510099968605,0.16184055381834167,0.33643349500979836,0.7852361102091769,0.7630432643865546,0.5949907195816437,0.0,nan,0.04666666666666667,2.9255222851271907,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-260.243224,600,45.48699,0.0,0.0,4.990891155453243,-260.24322431718554,0.0,0.0,0.0,0.0,0.12010065912970362,600,0.9469078574461524,0.9586013561478802,1.6803111648837337,0.8286820949614048,0.7875723651361962,0.600839769653976,0.0,nan,0.2966666666666667,188.79269626010037,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-127.89924,600,51.462343,0.0,0.0,7.284804038566981,-127.8992395128675,0.0,0.0,0.0,0.0,0.14488787577659004,600,0.8942443940894946,0.35332612420817316,0.9847509029951957,0.8389406855528553,0.8019656257579724,0.5948553603390853,0.0,nan,0.24833333333333332,56.6371565632146,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-131.746071,600,57.045167,0.0,0.0,4.866291451702099,-131.74607132677139,0.0,0.0,0.0,0.0,0.1265099392828479,600,0.7714423716990075,0.5291045946209235,0.9328495472143286,0.8199553949510058,0.7867815868556499,0.6430386411647002,0.0,nan,0.20833333333333334,56.28961462393645,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-140.24724,600,60.244078,0.0,0.0,7.284796720235085,-140.2472396077973,0.0,0.0,0.0,0.0,0.14018716002198175,600,0.9963242006113082,0.49531572381243305,0.7767133576824427,0.8253594595442215,0.7740914632380008,0.6029228110611439,0.0,nan,0.31166666666666665,72.84712436879417,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-66.163751,600,66.006565,0.0,0.0,10.888291840164598,-66.16375091673811,0.0,0.0,0.0,0.0,0.1598025790794884,600,0.9330304344035343,0.05701802467076542,0.1672476758704874,0.8327529282867908,0.7571007809663812,0.6027367955694596,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-74.971817,600,69.023904,0.0,0.0,6.90475358315671,-74.97181653198146,0.0,0.0,0.0,0.0,0.10189516691100484,600,0.747757913742056,0.09690086735561253,0.21708331980336165,0.805417256616056,0.7776321575976908,0.6467177231733998,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-72.033615,600,75.037419,0.0,0.0,8.602297439019413,-72.03361482957277,0.0,0.0,0.0,0.0,0.14220356531339307,600,0.8844282604761852,0.15887858004114677,0.3132770696597235,0.8385022647182147,0.7475163345287243,0.5909679765005906,0.0,nan,0.065,4.022906161618197,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-73.754834,600,77.872954,0.0,0.0,7.248486943145583,-73.75483353512212,0.0,0.0,0.0,0.0,0.10927307483262721,600,0.7723039209997212,0.08570935439795369,0.22744215515274097,0.7886671571185192,0.799564385600388,0.6327338903397322,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.52438,600,83.81852,0.0,0.0,5.577561547981973,-76.52437972941375,0.0,0.0,0.0,0.0,0.09842098741488178,600,0.6970981460141868,0.15244109475165377,0.2411203700604503,0.8036087548763802,0.7652360847344001,0.640053004398942,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-94.215517,600,89.601649,0.0,0.0,5.923473548865293,-94.215516636645,0.0,0.0,0.0,0.0,0.1361484764280281,600,0.7185105079144786,0.3451701816256094,0.6900777638525282,0.8472036943087975,0.7572427073058983,0.5951513942703605,0.0,nan,0.155,20.57319246819876,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-127.345774,600,92.639332,0.0,0.0,4.787109485267484,-127.34577409965522,0.0,0.0,0.0,0.0,0.13331146210701497,600,0.7826638133003913,0.3480078563209844,0.9984530405642744,0.7824292798091967,0.7689153922349214,0.6457389272749424,0.0,nan,0.17666666666666667,51.67178732656953,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-97.006316,600,98.642889,0.0,0.0,4.954072304504937,-97.00631619749299,0.0,0.0,0.0,0.0,0.09178285476676991,600,0.7118281447579582,0.4366064493331413,0.6420674242560008,0.7380595681195458,0.7308798292900125,0.5837412688881158,0.0,nan,0.13,20.3546665404162,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-85.201502,600,101.424336,0.0,0.0,5.499294362801159,-85.2015023130995,0.0,0.0,0.0,0.0,0.10482854497643514,600,0.6982176594141392,0.34978008062061494,0.4942618675550978,0.7783961831529935,0.7252657747268677,0.5694388587772846,0.0,nan,0.08666666666666667,10.844291293557443,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-109.903014,600,107.357391,0.0,0.0,11.075115877639842,-109.90301392086378,0.0,0.0,0.0,0.0,0.23989238104395494,600,1.717692367381794,0.27498737098232356,0.7844402110649388,0.8447711980342865,0.6758437195916971,0.5863315338393053,0.0,nan,0.2833333333333333,63.53626710144194,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.413017,600,113.016596,0.0,0.0,8.321775861974542,-76.41301675292158,0.0,0.0,0.0,0.0,0.1282764069998835,600,0.8810713392982082,0.22399427188144547,0.33836222776312824,0.8159777892939747,0.7345500999937454,0.6057383718589942,0.0,nan,0.11166666666666666,7.4049609639041725,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
