#{"t_start": 1782846504.0632102, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-84.209411,600,4.532067,0.0,0.0,5.947439933889371,-84.2094105698536,0.0,0.0,0.0,0.0,0.09078893445337775,600,0.7642467804591095,0.22914138138171708,0.6024349003976575,0.8025532627788683,0.7654151495235662,0.6111124317968885,0.0,nan,0.105,9.814687914933486,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-96.945058,600,10.24251,0.0,0.0,4.842974670595791,-96.94505807490863,0.0,0.0,0.0,0.0,0.09024084225487619,600,0.6863708652310061,0.21606315872306026,0.5674547065032373,0.8172828004260858,0.8408384204531709,0.6338374631851912,0.0,nan,0.14166666666666666,18.37617910040165,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-70.222863,600,13.287587,0.0,0.0,9.239025716899999,-70.22286302913602,0.0,0.0,0.0,0.0,0.13144060281035014,600,0.8525780162148365,0.06530606693560502,0.19607485364261518,0.788203647620976,0.7332169101325174,0.5922997064515948,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-78.174068,600,19.102262,0.0,0.0,6.969213537862778,-78.17406768761892,0.0,0.0,0.0,0.0,0.10348262425084741,600,0.6869039873050098,0.13894845556631888,0.3224527413902809,0.8184271492560704,0.7907974366657435,0.6398251439010103,0.0,nan,0.02666666666666667,1.797979426584186,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.188856,600,21.965169,0.0,0.0,6.201848491966581,-76.18885606524145,0.0,0.0,0.0,0.0,0.09900549221938205,600,0.7117994699144822,0.03033880584308649,0.06420272228972371,0.8437318992242218,0.7881145943297694,0.6289553833380341,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-70.85819,600,27.976437,0.0,0.0,8.251509213201539,-70.85819042260869,0.0,0.0,0.0,0.0,0.14665137426976305,600,0.7906102177273976,0.09703154646153811,0.16356480508953863,0.843522587493062,0.7873387027159333,0.5845918007443348,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-72.77476,600,33.55953,0.0,0.0,8.885150141494043,-72.77476032077605,0.0,0.0,0.0,0.0,0.10956661521192401,600,0.816014049420652,0.04539135710866273,0.12579235576223313,0.7969267217318217,0.7641065840795637,0.6287878062079351,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-121.673364,600,36.734898,0.0,0.0,7.052597446763518,-121.673364301202,0.0,0.0,0.0,0.0,0.12243468837116189,600,0.8554560414641437,0.3510979633720794,0.8482539111544868,0.7863819564754764,0.7521564266954859,0.6251490749170383,0.0,nan,0.17666666666666667,48.7970505594302,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-167.137465,600,42.449902,0.0,0.0,6.125131771481491,-167.13746523688766,0.0,0.0,0.0,0.0,0.1293866456579519,600,0.8328934081500182,0.5025868264134383,1.467238153795774,0.7854219297443827,0.7931517787091434,0.6481189158683022,0.0,nan,0.20166666666666666,94.67549694894662,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-158.476044,600,45.473468,0.0,0.0,8.337433825621522,-158.47604445908735,0.0,0.0,0.0,0.0,0.1758016629373701,600,1.0675053174593108,0.5180167601859749,0.9985318657357581,0.8229474593388537,0.8066949320957064,0.6220485452562571,0.0,nan,0.25833333333333336,94.07682788939293,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
