stress_label,seed,density,episodes,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,mean_speed_kmh,mean_lane_deviation,ttc_risk,risk_gate_rate,continuous_risk_penalty,event_risk_penalty,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed_gated_risk,0,0.2,50,0.5,0.7816755389637758,0.34,0.0,0.34,378.8125950284725,102.36395541700338,1047.8,14.723818954467054,0.1577446302388697,0.028327092515147125,0.693064787822813,97.3843636557839,3.4,0.6426788148953029,0.06008259329795856,0.028657652214668143,0.5539385693826762
proposed_gated_risk,0,0.25,50,0.22,0.6122575417057979,0.62,0.0,0.62,289.80022629917346,-42.65397266588959,965.4,13.064084506830918,0.20395720292312558,0.034222862272229884,0.667142624807562,144.55338748370824,6.2,0.5444874787991902,0.09079964211743388,0.03005574998469271,0.4236320866970637
proposed_gated_risk,1,0.2,50,0.44,0.7632704488961003,0.38,0.0,0.38,391.7419688951059,113.06312152694416,1059.78,14.478355228942178,0.11493585498590468,0.033568808258499866,0.6479703606126759,85.29868087645285,3.8,0.6239203900439688,0.06206123812372356,0.03425990602834755,0.5275992458918977
proposed_gated_risk,1,0.25,50,0.24,0.6490926765998147,0.48,0.0,0.48,327.7833521176824,-4.324864484111339,1121.14,12.17015487077282,0.15498191202290298,0.0385973139743223,0.5661850859305739,135.14924760694515,4.8,0.5050336682126463,0.09397602604901281,0.036017160029639304,0.37504048213399416
proposed_gated_risk,2,0.2,50,0.4,0.7527329111875712,0.38,0.0,0.38,357.266435026055,71.25215181518614,1097.18,14.199582756091504,0.19500247332472231,0.021403774670010277,0.6772954502930016,106.02038214534424,3.8,0.6102376763746504,0.07184182566362998,0.01791539443159743,0.520480456279423
proposed_gated_risk,2,0.25,50,0.2,0.6235165882183883,0.48,0.0,0.48,283.4676529382874,-36.00166235702777,1053.08,12.543294590247864,0.203135511238795,0.03054076433140479,0.6170896373393411,145.39015235490697,4.8,0.5228769071167785,0.08786795877519184,0.025961598079190306,0.40904735026239636
