stress_label,density,n_seeds,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,mean_speed_kmh,mean_lane_deviation,ttc_risk,risk_gate_rate,continuous_risk_penalty,event_risk_penalty,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed_gated_risk,0.2,3,0.44666666666666666,0.7658929663491492,0.3666666666666667,0.0,0.3666666666666667,375.94033298321114,95.55974291971123,1068.2533333333333,14.467252313166911,0.1558943195164989,0.02776655848121909,0.6727768662428302,96.23447555919367,3.6666666666666665,0.6256122937713073,0.06466188569510403,0.026944317558204374,0.534006090517999
proposed_gated_risk,0.25,3,0.22,0.6282889355080004,0.5266666666666666,0.0,0.5266666666666666,300.3504104517144,-27.6601665023429,1046.54,12.5925113226172,0.18735820872827452,0.03445364685931899,0.6168057826924923,141.6975958151868,5.266666666666667,0.5241326847095383,0.09088120898054618,0.03067816936450744,0.40257330636448474
