variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,27,11100,7,0.0,0,16,404.31611012216456,286.75191563425693,1.0,0.9882680127057332,0.0,0.0,0.0,0.0,0.0,787,18.241359878046637,0.07836166992893416,0.42127895723955994,0.008502085661820907,0.2312579415501906,0.23252858958068615,0.0,,679,0,0,679,0.8627700127064803,0.0,0.0,0.8627700127064803
proposed,ppo,27,10300,7,0.0,1,16,426.0109864625876,300.10398948496436,1.0,0.9896382093977938,0.0,0.0,0.0,0.0,0.0,825,18.293126537879086,0.07248295931303247,0.2835305185368195,0.007663673465281274,0.21818181818181817,0.2206060606060606,0.0,,719,0,0,719,0.8715151515151515,0.0,0.0,0.8715151515151515
proposed,ppo,27,10400,7,0.0,2,16,472.46489023434987,320.9394285934158,1.0,0.9899314056354702,0.0,0.0,0.0,0.0,0.0,937,18.270265398167208,0.08991815239275835,0.31028431797551037,0.008630587785974893,0.23265741728922093,0.23479188900747064,0.0,,811,0,0,811,0.8655282817502669,0.0,0.0,0.8655282817502669
proposed,ppo,27,10600,7,0.0,3,16,533.8576339214148,345.7696933347037,1.0,0.9907976340096961,0.0,0.0,0.0,0.0,0.0,1068,18.336521026955793,0.09882037718207191,0.4271744264368273,0.007733005643142074,0.2153558052434457,0.21722846441947566,0.0,,937,0,0,937,0.8773408239700374,0.0,0.0,0.8773408239700374
proposed,ppo,27,10900,7,0.0,4,16,541.0798950484035,344.16514987847535,1.0,0.9915263678446894,0.0,0.0,0.0,0.0,0.0,1103,18.33108934197403,0.11412635005309973,0.6590600480458795,0.01035961083491972,0.22393472348141433,0.2257479601087942,0.0,,963,0,0,963,0.8730734360834089,0.0,0.0,0.8730734360834089
proposed,ppo,27,10700,7,0.0,5,16,569.712881062766,368.253388618952,1.0,0.9907661267659528,0.0,0.0,0.0,0.0,0.0,1114,18.290642204453192,0.07225087956471976,0.47265548369301996,0.00596568847340122,0.23159784560143626,0.23159784560143626,0.0,,968,0,0,968,0.8689407540394973,0.0,0.0,0.8689407540394973
proposed,ppo,27,11400,7,0.0,6,16,594.6427662670694,376.0120434437248,1.0,0.9917463720758056,0.0,0.0,0.0,0.0,0.0,1182,18.350045313434276,0.08984306402222303,0.3768243034624471,0.006821897526763304,0.21742808798646363,0.21912013536379019,0.0,,1037,0,0,1037,0.877326565143824,0.0,0.0,0.877326565143824
proposed,ppo,27,10800,7,0.0,7,16,614.2852454728483,390.13588886193816,1.0,0.993282448370051,0.0,0.0,0.0,0.0,0.0,1205,18.324119683913455,0.07405069850070786,0.26801493081662586,0.008289082277048363,0.22738589211618257,0.22738589211618257,0.0,,1051,0,0,1051,0.8721991701244813,0.0,0.0,0.8721991701244813
proposed,ppo,27,11300,7,0.0,8,16,614.6567680645554,384.7897073790304,1.0,0.991617871050374,0.0,0.0,0.0,0.0,0.0,1236,18.292479315794612,0.09801120264171345,0.40915832657119966,0.007239189583651456,0.23300970873786409,0.23462783171521034,0.0,,1074,0,0,1074,0.8689320388349514,0.0,0.0,0.8689320388349514
proposed,ppo,27,11200,7,0.0,9,16,666.3120451714202,419.7836219242451,1.0,0.9925023952432137,0.0,0.0,0.0,0.0,0.0,1253,18.313074198821315,0.02970974242364227,0.3328255148577502,0.0052023486851908544,0.22825219473264166,0.2298483639265762,0.0,,1093,0,0,1093,0.8723064644852354,0.0,0.0,0.8723064644852354
proposed,ppo,27,11500,7,0.0,10,16,615.9201972914235,383.6480835711815,1.0,0.9923650267149162,0.0,0.0,0.0,0.0,0.0,1253,18.325163223611312,0.10910751157334203,0.34661914190708154,0.006547331816501208,0.2266560255387071,0.22825219473264166,0.0,,1094,0,0,1094,0.8731045490822027,0.0,0.0,0.8731045490822027
proposed,ppo,27,10500,7,0.0,11,16,642.3622809976727,400.9770523670707,1.0,0.9922449085366727,0.0,0.0,0.0,0.0,0.0,1258,18.37246949647123,0.07500859202405344,0.3794291101442265,0.005909608952058494,0.21144674085850557,0.212241653418124,0.0,,1109,0,0,1109,0.8815580286168522,0.0,0.0,0.8815580286168522
proposed,ppo,27,10200,7,0.0,12,16,651.8420423904306,403.53688170510554,1.0,0.9926716720465797,0.0,0.0,0.0,0.0,0.0,1315,18.35263052538819,0.1013786990985391,0.3750650195664391,0.00626609973669647,0.22053231939163498,0.22053231939163498,0.0,,1154,0,0,1154,0.8775665399239544,0.0,0.0,0.8775665399239544
proposed,ppo,27,10100,7,0.0,13,16,679.0174489245414,419.1313936678484,1.0,0.9928248302796071,0.0,0.0,0.0,0.0,0.0,1341,18.359501596870956,0.07962894294222231,0.3237900589139406,0.008118153818501722,0.21923937360178972,0.21923937360178972,0.0,,1178,0,0,1178,0.8784489187173751,0.0,0.0,0.8784489187173751
proposed,ppo,27,11000,7,0.0,14,16,691.1220596670679,426.0313967227853,1.0,0.993396279925622,0.0,0.0,0.0,0.0,0.0,1365,18.315961116791595,0.07754880502231296,0.45590345062666243,0.005725473330625684,0.2315018315018315,0.2315018315018315,0.0,,1190,0,0,1190,0.8717948717948718,0.0,0.0,0.8717948717948718
proposed,ppo,27,10000,7,0.0,15,16,712.0860598825949,371.7878512327903,0.0,0.9750170283591603,0.0,0.0,0.0,0.0,0.0,1500,18.32048287241347,0.10997745160030611,0.5144414500351958,0.00748248354687045,0.236,0.236,0.0,,1305,0,0,1305,0.87,0.0,0.0,0.87
proposed,ppo,27,11101,7,0.0,16,16,622.501637004752,379.5799528638622,1.0,0.9919561315216691,0.0,0.0,0.0,0.0,0.0,1293,18.321752573307055,0.12695651520914464,0.5294680415614942,0.009281162718888618,0.23201856148491878,0.23201856148491878,0.0,,1126,0,0,1126,0.8708430007733952,0.0,0.0,0.8708430007733952
proposed,ppo,27,10501,7,0.0,17,16,473.61774543879335,324.3786246077392,1.0,0.9914468250467267,0.0,0.0,0.0,0.0,0.0,907,18.274076189618537,0.05629396329976664,0.23947268683113965,0.00804645592416611,0.2249173098125689,0.22712238147739802,0.0,,788,0,0,788,0.8687982359426681,0.0,0.0,0.8687982359426681
proposed,ppo,27,10201,7,0.0,18,16,441.2108508945654,307.1170428393758,1.0,0.9890681301344466,0.0,0.0,0.0,0.0,0.0,857,18.240693406660938,0.07215969702968753,0.2784223245545483,0.010053739619203339,0.23803967327887982,0.23803967327887982,0.0,,737,0,0,737,0.8599766627771295,0.0,0.0,0.8599766627771295
proposed,ppo,27,10601,7,0.0,19,16,600.7852309712995,384.2225927350313,1.0,0.9928545203884664,0.0,0.0,0.0,0.0,0.0,1161,18.29211186037968,0.057778875366568415,0.4652482064427171,0.006008172328331212,0.23255813953488372,0.23428079242032732,0.0,,1008,0,0,1008,0.8682170542635659,0.0,0.0,0.8682170542635659
proposed,ppo,27,10801,7,0.0,20,16,548.7689818462901,358.71453203034383,1.0,0.9896364093193303,0.0,0.0,0.0,0.0,0.0,1064,18.33760162155341,0.0678591082191596,0.35890900135060816,0.006791019964747873,0.21804511278195488,0.2199248120300752,0.0,,932,0,0,932,0.8759398496240601,0.0,0.0,0.8759398496240601
proposed,ppo,27,10101,7,0.0,21,16,495.03712294909826,326.57072098357,1.0,0.9902842248724858,0.0,0.0,0.0,0.0,0.0,971,18.337528567891454,0.08203584024901386,0.5984396461354835,0.006630697280905151,0.2121524201853759,0.21421215242018538,0.0,,852,0,0,852,0.8774459320288363,0.0,0.0,0.8774459320288363
proposed,ppo,27,10301,7,0.0,22,16,737.2344681559503,388.94723511580725,0.0,0.9774550287114094,0.0,0.0,0.0,0.0,0.0,1500,18.37810456461429,0.08234807749410505,0.4331817953039891,0.005435386368694404,0.21466666666666667,0.216,0.0,,1323,0,0,1323,0.882,0.0,0.0,0.882
proposed,ppo,27,10701,7,0.0,23,16,596.1689312815072,371.6773450815425,1.0,0.9921694420125025,0.0,0.0,0.0,0.0,0.0,1236,18.307385981159847,0.12693069922252817,0.37373546333158253,0.006852372992718984,0.2313915857605178,0.2313915857605178,0.0,,1076,0,0,1076,0.8705501618122977,0.0,0.0,0.8705501618122977
proposed,ppo,27,10401,7,0.0,24,16,713.6403242560214,436.77199749157774,1.0,0.9938385268205261,0.0,0.0,0.0,0.0,0.0,1414,18.330179340800125,0.0803431237628066,0.33642613159971213,0.0050825828787129075,0.22772277227722773,0.22913719943422914,0.0,,1236,0,0,1236,0.8741159830268741,0.0,0.0,0.8741159830268741
proposed,ppo,27,10901,7,0.0,25,16,665.0484889271452,410.9861540654972,1.0,0.9928466025762687,0.0,0.0,0.0,0.0,0.0,1309,18.359636153396597,0.07792131485124353,0.46940597984151844,0.005170134895618484,0.21695951107715813,0.21772345301757068,0.0,,1151,0,0,1151,0.8792971734148205,0.0,0.0,0.8792971734148205
proposed,ppo,27,11201,7,0.0,26,16,607.3501629902032,389.7910437446402,1.0,0.9925120151209224,0.0,0.0,0.0,0.0,0.0,1167,18.3633214185994,0.05643100508603348,0.08349568638899361,0.0043957727291280505,0.20908311910882604,0.21079691516709512,0.0,,1029,0,0,1029,0.8817480719794345,0.0,0.0,0.8817480719794345
proposed,ppo,27,11401,7,0.0,27,16,635.9081956523862,395.41342183476945,1.0,0.9928907164741989,0.0,0.0,0.0,0.0,0.0,1276,18.331639400919325,0.09595167744845183,0.4757890773855895,0.006321061541235839,0.2225705329153605,0.22413793103448276,0.0,,1117,0,0,1117,0.8753918495297806,0.0,0.0,0.8753918495297806
proposed,ppo,27,11301,7,0.0,28,16,699.8233630106878,431.8850437215749,1.0,0.9944678740373821,0.0,0.0,0.0,0.0,0.0,1355,18.319307777644692,0.05705770014476415,0.3991343926274017,0.005670157129914118,0.23025830258302582,0.23173431734317343,0.0,,1182,0,0,1182,0.8723247232472324,0.0,0.0,0.8723247232472324
proposed,ppo,27,11001,7,0.0,29,16,630.5861241938127,395.72033839496976,1.0,0.9934898992168549,0.0,0.0,0.0,0.0,0.0,1253,18.347530392193153,0.08694521291653859,0.29237246641220793,0.007382073692928372,0.2202713487629689,0.22186751795690343,0.0,,1099,0,0,1099,0.8770949720670391,0.0,0.0,0.8770949720670391
proposed,ppo,27,11501,7,0.0,30,16,697.4637828381539,427.320818191105,1.0,0.9944196094608988,0.0,0.0,0.0,0.0,0.0,1389,18.36600709995082,0.08642297919302055,0.34457762304235307,0.007007486936874296,0.2174226061915047,0.2174226061915047,0.0,,1222,0,0,1222,0.8797696184305256,0.0,0.0,0.8797696184305256
proposed,ppo,27,10001,7,0.0,31,16,571.7974446695385,364.94466311864886,1.0,0.9917855883918144,0.0,0.0,0.0,0.0,0.0,1156,18.361081533809404,0.10788411901272589,0.30380596575804475,0.0058394851540473115,0.21107266435986158,0.21280276816608998,0.0,,1018,0,0,1018,0.8806228373702422,0.0,0.0,0.8806228373702422
proposed,ppo,27,11102,7,0.0,32,16,446.931261938105,310.0927050806169,1.0,0.9887023579641451,0.0,0.0,0.0,0.0,0.0,864,18.296293030666423,0.06775198152347178,0.3380060069282324,0.00784585212386446,0.2222222222222222,0.22453703703703703,0.0,,752,0,0,752,0.8703703703703703,0.0,0.0,0.8703703703703703
