variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,28,11000,7,0.0,13,16,577.8708461911417,363.9556893137392,1.0,0.9918602108621208,0.0,0.0,0.0,0.0,0.0,1179,18.29539466658472,0.11286627777447535,0.570280605534356,0.032971219423497955,0.23918575063613232,0.2408821034775233,0.0,,1021,0,0,1021,0.8659881255301103,0.0,0.0,0.8659881255301103
proposed,ppo,28,11400,7,0.0,14,16,600.2618542005915,380.5570656260923,1.0,0.9924843489551906,0.0,0.0,0.0,0.0,0.0,1185,18.325845346558744,0.08158167173807271,0.31690851449470125,0.03187808595079033,0.22784810126582278,0.22953586497890296,0.0,,1034,0,0,1034,0.8725738396624473,0.0,0.0,0.8725738396624473
proposed,ppo,28,10200,7,0.0,15,16,629.4318868957486,395.03855626073965,1.0,0.9933318099468096,0.0,0.0,0.0,0.0,0.0,1241,18.285349396529767,0.07626947218494742,0.3405614528029098,0.032639854257411526,0.24415793714746173,0.24415793714746173,0.0,,1072,0,0,1072,0.8638195004029009,0.0,0.0,0.8638195004029009
proposed,ppo,28,11201,7,0.0,16,16,459.61752661205765,314.705030008622,1.0,0.9893215941579464,0.0,0.0,0.0,0.0,0.0,902,18.270344780778856,0.08261765025234581,0.2916988307658467,0.0329485002857635,0.23392461197339245,0.2361419068736142,0.0,,779,0,0,779,0.8636363636363636,0.0,0.0,0.8636363636363636
proposed,ppo,28,10101,7,0.0,17,16,425.6953763417398,299.5772856840538,1.0,0.9888079307633071,0.0,0.0,0.0,0.0,0.0,820,18.220845562615356,0.06480674485062309,0.2876349708544705,0.036278347412078846,0.24634146341463414,0.24878048780487805,0.0,,701,0,0,701,0.8548780487804878,0.0,0.0,0.8548780487804878
proposed,ppo,28,10701,7,0.0,18,16,499.53087349905746,330.3850476018424,1.0,0.9911824592447726,0.0,0.0,0.0,0.0,0.0,1017,18.284497933717738,0.11478807061120624,0.3303368416357391,0.03230018571253606,0.232055063913471,0.23402163225172073,0.0,,882,0,0,882,0.8672566371681416,0.0,0.0,0.8672566371681416
proposed,ppo,28,11001,7,0.0,19,16,402.76632775203774,289.36549167240264,1.0,0.985246652276027,0.0,0.0,0.0,0.0,0.0,756,18.23922957191633,0.044078556359773306,0.2730065436793975,0.032273766504620355,0.23148148148148148,0.23412698412698413,0.0,,651,0,0,651,0.8611111111111112,0.0,0.0,0.8611111111111112
proposed,ppo,28,10801,7,0.0,20,16,462.65112734775147,317.4127801881514,1.0,0.9902180798978908,0.0,0.0,0.0,0.0,0.0,888,18.236379722162802,0.057146920402698954,0.328080987926983,0.03718897281843867,0.2511261261261261,0.2533783783783784,0.0,,758,0,0,758,0.8536036036036037,0.0,0.0,0.8536036036036037
proposed,ppo,28,11101,7,0.0,21,16,550.5198993698307,351.9248481704649,1.0,0.9912423297001334,0.0,0.0,0.0,0.0,0.0,1110,18.27458917635277,0.10253941033934312,0.5141030225244004,0.03234053560624923,0.24144144144144145,0.24324324324324326,0.0,,959,0,0,959,0.8639639639639639,0.0,0.0,0.8639639639639639
proposed,ppo,28,10001,7,0.0,22,16,560.760975207319,359.6208531218344,1.0,0.9921813900566908,0.0,0.0,0.0,0.0,0.0,1134,18.28378300320389,0.10487407665017114,0.44609736736960776,0.03285382055501721,0.23985890652557318,0.24162257495590828,0.0,,981,0,0,981,0.8650793650793651,0.0,0.0,0.8650793650793651
proposed,ppo,28,10901,7,0.0,23,16,505.06395431452086,330.02773190087805,1.0,0.9907136671901732,0.0,0.0,0.0,0.0,0.0,1050,18.291155747101488,0.13323922722796816,0.36322423541433235,0.032594516721687145,0.2342857142857143,0.2361904761904762,0.0,,910,0,0,910,0.8666666666666667,0.0,0.0,0.8666666666666667
proposed,ppo,28,10301,7,0.0,24,16,610.4297285042203,384.5330867524894,1.0,0.9924160947371977,0.0,0.0,0.0,0.0,0.0,1221,18.280033311760757,0.0921557644251407,0.31958830321035564,0.034285828244645856,0.2457002457002457,0.24733824733824733,0.0,,1053,0,0,1053,0.8624078624078624,0.0,0.0,0.8624078624078624
proposed,ppo,28,11501,7,0.0,25,16,544.7747108179998,353.11349726375363,1.0,0.9913465284130517,0.0,0.0,0.0,0.0,0.0,1082,18.295065935038235,0.0884890979602535,0.41586715347943626,0.035080338675914376,0.24029574861367836,0.24214417744916822,0.0,,934,0,0,934,0.8632162661737524,0.0,0.0,0.8632162661737524
proposed,ppo,28,10601,7,0.0,26,16,714.111659942589,436.85639916922565,1.0,0.9978364164734549,0.0,0.0,0.0,0.0,0.0,1397,18.328870035026533,0.06616635638412435,0.4252222410688088,0.033061248350304495,0.23478883321403007,0.23478883321403007,0.0,,1214,0,0,1214,0.8690050107372942,0.0,0.0,0.8690050107372942
proposed,ppo,28,10501,7,0.0,27,16,560.5171627791517,364.2866204937185,1.0,0.9910637929689136,0.0,0.0,0.0,0.0,0.0,1093,18.280772371978532,0.0699028910526914,0.286064357217079,0.033542021717075245,0.23970722781335774,0.2415370539798719,0.0,,945,0,0,945,0.8645928636779506,0.0,0.0,0.8645928636779506
proposed,ppo,28,11301,7,0.0,28,16,575.440109943884,370.50006318461396,1.0,0.9924513604119745,0.0,0.0,0.0,0.0,0.0,1124,18.263907051627616,0.06874087765636268,0.31635594210096973,0.033248044579419114,0.24555160142348753,0.24733096085409254,0.0,,968,0,0,968,0.8612099644128114,0.0,0.0,0.8612099644128114
proposed,ppo,28,11401,7,0.0,29,16,675.4011257103411,418.49670638586673,1.0,0.992344399026188,0.0,0.0,0.0,0.0,0.0,1312,18.347228666986926,0.06395083440321521,0.3367403327635616,0.030524923862951876,0.22408536585365854,0.22560975609756098,0.0,,1149,0,0,1149,0.8757621951219512,0.0,0.0,0.8757621951219512
proposed,ppo,28,10401,7,0.0,30,16,706.3071712256688,420.45876697811934,1.0,0.9935364736278076,0.0,0.0,0.0,0.0,0.0,1492,18.36170712140362,0.14225696184854392,0.3667105070320964,0.03095946602626946,0.22386058981233245,0.225201072386059,0.0,,1309,0,0,1309,0.8773458445040214,0.0,0.0,0.8773458445040214
proposed,ppo,28,11201,7,0.0,31,16,576.2998300622659,375.88925769968876,1.0,0.9912812639635216,0.0,0.0,0.0,0.0,0.0,1083,18.25696327917053,0.03025366853779075,0.15658120217982685,0.0320352960355573,0.24469067405355494,0.24653739612188366,0.0,,932,0,0,932,0.8605724838411819,0.0,0.0,0.8605724838411819
proposed,ppo,28,10202,7,0.0,32,16,742.2683157525696,446.9578576014904,1.0,0.9941961414341249,0.0,0.0,0.0,0.0,0.0,1481,18.343575504806928,0.08597798655347574,0.3579181921244303,0.03227432778357936,0.23092505064145846,0.23092505064145846,0.0,,1294,0,0,1294,0.8737339635381499,0.0,0.0,0.8737339635381499
proposed,ppo,28,10802,7,0.0,33,16,456.0657906726095,315.50686400871973,1.0,0.9877596883321639,0.0,0.0,0.0,0.0,0.0,856,18.299469541923028,0.041017974208761236,0.29118669813863196,0.031174764011020414,0.2219626168224299,0.22429906542056074,0.0,,745,0,0,745,0.8703271028037384,0.0,0.0,0.8703271028037384
proposed,ppo,28,10702,7,0.0,34,16,489.5813864023535,327.34240647049626,1.0,0.9906607608759589,0.0,0.0,0.0,0.0,0.0,979,18.30282800188388,0.09881685658941956,0.24519074223260642,0.03532243888269619,0.23084780388151174,0.23289070480081717,0.0,,849,0,0,849,0.8672114402451481,0.0,0.0,0.8672114402451481
proposed,ppo,28,11002,7,0.0,35,16,510.71386118635024,339.9551922956788,1.0,0.9907632873338267,0.0,0.0,0.0,0.0,0.0,1009,18.29705019873777,0.08594121619485696,0.20589112270493357,0.03207913352540215,0.22993062438057482,0.2319127849355798,0.0,,877,0,0,877,0.869177403369673,0.0,0.0,0.869177403369673
proposed,ppo,28,10002,7,0.0,36,16,468.95047251066876,319.3375766221654,1.0,0.990550134455016,0.0,0.0,0.0,0.0,0.0,918,18.240066484965205,0.0778593714719068,0.3964373340822824,0.03352077279446854,0.2440087145969499,0.2440087145969499,0.0,,789,0,0,789,0.8594771241830066,0.0,0.0,0.8594771241830066
proposed,ppo,28,11102,7,0.0,37,16,527.1658404636772,347.9202894289126,1.0,0.992319427969811,0.0,0.0,0.0,0.0,0.0,1028,18.316679985355595,0.0728517567385385,0.30227707726118397,0.033498166336456914,0.22957198443579765,0.22762645914396887,0.0,,894,0,0,894,0.8696498054474708,0.0,0.0,0.8696498054474708
proposed,ppo,28,11502,7,0.0,38,16,479.6936488280497,322.79965790150953,1.0,0.9895648529139807,0.0,0.0,0.0,0.0,0.0,940,18.271949937642635,0.08013718725577453,0.38498367317098925,0.033668384467192156,0.2351063829787234,0.2372340425531915,0.0,,812,0,0,812,0.8638297872340426,0.0,0.0,0.8638297872340426
proposed,ppo,28,10102,7,0.0,39,16,684.1475358818523,422.1219743872333,1.0,0.9933778627644032,0.0,0.0,0.0,0.0,0.0,1342,18.34648495514942,0.07282520649992462,0.2720853372515857,0.03274098878737467,0.22950819672131148,0.22801788375558868,0.0,,1172,0,0,1172,0.8733233979135618,0.0,0.0,0.8733233979135618
proposed,ppo,28,10602,7,0.0,40,16,495.1310650349932,331.13875597459327,1.0,0.9893282813369325,0.0,0.0,0.0,0.0,0.0,962,18.24536858814422,0.06896909964586284,0.4722690676321053,0.032761936943412694,0.24324324324324326,0.24324324324324326,0.0,,828,0,0,828,0.8607068607068608,0.0,0.0,0.8607068607068608
proposed,ppo,28,10902,7,0.0,41,16,556.4244023399656,364.43089963893834,1.0,0.9922682307734392,0.0,0.0,0.0,0.0,0.0,1074,18.293056582539545,0.060058623257975376,0.18449327620560707,0.03191113465221068,0.23277467411545624,0.2346368715083799,0.0,,932,0,0,932,0.8677839851024208,0.0,0.0,0.8677839851024208
proposed,ppo,28,11302,7,0.0,42,16,496.4274019438716,330.8484584762681,1.0,0.99118315781169,0.0,0.0,0.0,0.0,0.0,975,18.24916229672805,0.07943881695413751,0.3530344315297735,0.034228953499442494,0.24615384615384617,0.24615384615384617,0.0,,838,0,0,838,0.8594871794871795,0.0,0.0,0.8594871794871795
proposed,ppo,28,10302,7,0.0,43,16,683.0135950236267,420.9379840474516,1.0,0.9923670805702545,0.0,0.0,0.0,0.0,0.0,1343,18.346224851797242,0.07575118998659167,0.31254786717993494,0.031077913546758585,0.22561429635145197,0.22710349962769918,0.0,,1175,0,0,1175,0.8749069247952346,0.0,0.0,0.8749069247952346
proposed,ppo,28,10402,7,0.0,44,16,576.3883870017546,371.37480981119097,1.0,0.9934971542688619,0.0,0.0,0.0,0.0,0.0,1130,18.307666983016723,0.07476373580550907,0.24189685951365036,0.03577708658819969,0.23716814159292035,0.23716814159292035,0.0,,980,0,0,980,0.8672566371681416,0.0,0.0,0.8672566371681416
proposed,ppo,28,10502,7,0.0,45,16,742.5909055734105,447.83305884124803,1.0,0.9936023771844561,0.0,0.0,0.0,0.0,0.0,1489,18.324773869562197,0.09085145845054907,0.30521784590785755,0.03231837469308848,0.23774345198119542,0.23908663532572197,0.0,,1295,0,0,1295,0.8697112155809268,0.0,0.0,0.8697112155809268
proposed,ppo,28,11202,7,0.0,46,16,523.6682115778939,345.77282081569786,1.0,0.9927102600099778,0.0,0.0,0.0,0.0,0.0,1019,18.289760693950587,0.06763807605103,0.3900473912956191,0.034731339565473696,0.23748773307163887,0.239450441609421,0.0,,880,0,0,880,0.8635917566241413,0.0,0.0,0.8635917566241413
proposed,ppo,28,11002,7,0.0,47,16,405.1286444075162,288.5400441138934,1.0,0.9883634745186435,0.0,0.0,0.0,0.0,0.0,794,18.27134867223773,0.08670149712953815,0.2805475156506437,0.031621876749812955,0.22544080604534006,0.22795969773299748,0.0,,688,0,0,688,0.8664987405541562,0.0,0.0,0.8664987405541562
proposed,ppo,28,10803,7,0.0,48,16,539.4601290210908,357.52684469640764,1.0,0.9914198114920061,0.0,0.0,0.0,0.0,0.0,1005,18.32329993284266,0.027143334476935312,0.23941734602626724,0.030356548267847568,0.2208955223880597,0.2228855721393035,0.0,,878,0,0,878,0.8736318407960199,0.0,0.0,0.8736318407960199
proposed,ppo,28,11403,7,0.0,49,16,634.2024736161619,387.5151587458952,1.0,0.993171918974665,0.0,0.0,0.0,0.0,0.0,1330,18.2819148362247,0.1345062091798195,0.37955985193051056,0.033236088436377,0.24661654135338346,0.24736842105263157,0.0,,1148,0,0,1148,0.8631578947368421,0.0,0.0,0.8631578947368421
proposed,ppo,28,10300,7,0.08,0,16,91.22935446961476,-108.77271049340565,0.0,0.22713191556978435,1.0,1.0,0.0,0.0,1.0,219,17.699290395763835,0.09260048700776277,0.25456134998161406,0.04842768916987801,0.2520547947382818,0.2520547947382818,0.0001244968972631152,13.618292512991289,172,1,0,171,0.7853881278538812,0.0045662100456621,0.0,0.7808219178082192
proposed,ppo,28,11000,7,0.08,1,16,416.5258655041359,289.85937844177494,1.0,0.9885261500595174,0.0,0.0,0.0,0.0,0.0,812,18.199948643358965,0.07607356312688837,0.4840482520260069,0.03763398987337433,0.2443349754869057,0.23916256163507846,0.00034464797725163845,10.627596519998969,690,2,0,688,0.8497536945812808,0.0024630541871921183,0.0,0.8472906403940886
proposed,ppo,28,10800,7,0.08,2,16,430.14857550625175,288.66782541207897,1.0,0.9906481450963629,0.0,0.0,0.0,0.0,0.0,840,17.85975052757613,0.05678632339523242,0.29062855827320055,0.03578324611853099,0.23047619064648947,0.2428571431409745,0.0022744490246037526,7.969189447390405,702,11,1,690,0.8357142857142857,0.013095238095238096,0.0011904761904761906,0.8214285714285714
proposed,ppo,28,10700,7,0.08,3,16,439.4955615754456,251.3555220797883,1.0,0.9897659466863701,0.0,0.0,0.0,0.0,0.0,917,17.640528063625286,0.10468266986949423,0.3576405551773153,0.043215505082074925,0.26259542031532546,0.2735005457242677,0.008942571655110618,3.2079620643186506,732,11,10,711,0.7982551799345693,0.011995637949836423,0.010905125408942203,0.7753544165757906
proposed,ppo,28,11200,7,0.08,4,16,459.3397636013375,258.458564707744,1.0,0.9901086149363154,0.0,0.0,0.0,0.0,0.0,922,17.89108518613642,0.08338613654838485,0.28882482648961216,0.03504950603482328,0.2299349240780911,0.23644251626898047,0.009825608135590122,2.718208204708774,783,0,12,771,0.8492407809110629,0.0,0.013015184381778741,0.8362255965292842
proposed,ppo,28,10900,7,0.08,5,16,446.16330614529596,290.9535139074359,1.0,0.9898240873846114,0.0,0.0,0.0,0.0,0.0,949,17.57105861744891,0.12108832117029668,0.26470970129660815,0.03668299956822295,0.2807165445844291,0.2840885151299335,0.0022968493737017546,7.9727218959958694,755,20,1,734,0.7955742887249737,0.02107481559536354,0.001053740779768177,0.7734457323498419
proposed,ppo,28,10200,7,0.08,6,16,484.5402986969076,146.94480056739513,1.0,0.9905607398338326,0.0,0.0,0.0,0.0,0.0,1023,17.421346154787667,0.10252876515951566,0.2957826756662456,0.03828879645256324,0.2346583125295294,0.24442604233675572,0.028080842326288914,0.41145119874839164,852,0,33,819,0.8328445747800587,0.0,0.03225806451612903,0.8005865102639296
proposed,ppo,28,11500,7,0.08,7,16,508.61341882931185,285.5432239044278,1.0,0.9896045158283926,0.0,0.0,0.0,0.0,0.0,1023,17.915606875895072,0.08221038777688046,0.29799930967495963,0.03482600403558153,0.24144672531769307,0.24535679374389052,0.008061660117253846,3.5351291474884325,865,0,12,853,0.8455522971652004,0.0,0.011730205278592375,0.833822091886608
proposed,ppo,28,10600,7,0.08,8,16,539.3289127369035,353.5578993046967,1.0,0.9918999412584497,0.0,0.0,0.0,0.0,0.0,1031,18.296240892132385,0.05217148902195773,0.43128274493850427,0.03190661207560511,0.23278370514064015,0.23278370514064015,0.0,,895,0,0,895,0.8680892337536372,0.0,0.0,0.8680892337536372
proposed,ppo,28,11100,7,0.08,9,16,551.4382616308776,357.7058317422129,1.0,0.9917353119016871,0.0,0.0,0.0,0.0,0.0,1057,18.21870354105176,0.04957070788875688,0.4202466118634917,0.032104795878398866,0.23784295184046114,0.2427625356131042,0.00040558695784304006,10.195998658121656,905,3,0,902,0.8561967833491012,0.002838221381267739,0.0,0.8533585619678334
proposed,ppo,28,11300,7,0.08,10,16,498.5757356864937,156.17387106319882,1.0,0.9906068454775606,0.0,0.0,0.0,0.0,0.0,1088,17.22332658214378,0.12558947369738713,0.38976783893403283,0.03662645082359257,0.2440725054920596,0.2525289922076113,0.025357580154991836,0.382275631939566,886,8,32,846,0.8143382352941176,0.007352941176470588,0.029411764705882353,0.7775735294117647
proposed,ppo,28,10400,7,0.08,11,16,516.853487648656,319.42947347508465,1.0,0.9911316164372755,0.0,0.0,0.0,0.0,0.0,1166,15.939662880130273,0.08948208238277579,0.2747030076021674,0.040267764351859456,0.3125214429498741,0.3166380809878812,0.002605230289654091,11.616781870493886,823,52,0,771,0.7058319039451115,0.044596912521440824,0.0,0.6612349914236707
proposed,ppo,28,10100,7,0.08,12,16,584.5959744983344,351.9214991380475,1.0,0.9915751606760191,0.0,0.0,0.0,0.0,0.0,1189,18.0219539361655,0.09473603582400557,0.5235930255989624,0.03448634259747396,0.25399495394316113,0.2575273341346529,0.0023309378074517647,2.860674911102517,994,6,4,984,0.8359966358284272,0.005046257359125316,0.00336417157275021,0.8275862068965517
proposed,ppo,28,10300,7,0.08,13,16,520.5637622608677,288.88309793360946,1.0,0.9911795624281363,0.0,0.0,0.0,0.0,0.0,1045,17.750899676387945,0.07706478410546283,0.41658059068021713,0.03766859867721439,0.2461244021876577,0.25205741658735503,0.008468816500362828,1.7290308293696963,866,7,10,849,0.8287081339712918,0.0066985645933014355,0.009569377990430622,0.8124401913875599
proposed,ppo,28,10000,7,0.08,14,16,665.3919565332992,408.7848779670124,1.0,0.9915512260207339,0.0,0.0,0.0,0.0,0.0,1285,18.101203474670832,0.044844864922694974,0.3834972808129479,0.03149255431014392,0.23595330780118356,0.2396887163243869,0.0008779526929101221,10.058509300102248,1081,12,0,1069,0.8412451361867704,0.00933852140077821,0.0,0.8319066147859923
proposed,ppo,28,11400,7,0.08,15,16,629.7299962332096,373.9668992732115,1.0,0.9930261539371146,0.0,0.0,0.0,0.0,0.0,1345,18.21056836351918,0.1465202351218947,0.6693277542510707,0.035564029797717764,0.24713754653930664,0.2502602231546849,0.0008201547774598937,6.731394978862433,1148,4,1,1143,0.8535315985130112,0.002973977695167286,0.0007434944237918215,0.8498141263940521
proposed,ppo,28,10501,7,0.08,16,16,630.5188459893074,304.3743513659748,0.0,0.8748913690422702,0.0,0.0,0.0,0.0,0.0,1500,16.670556552410627,0.1443547287194425,0.2913100410923867,0.036942762419581415,0.28240000136693316,0.2842666680018107,0.0018278071089729041,11.390212820391381,1154,43,0,1111,0.7693333333333333,0.028666666666666667,0.0,0.7406666666666667
proposed,ppo,28,11001,7,0.08,17,16,447.4774682894027,301.64461255025975,1.0,0.9905023974760058,0.0,0.0,0.0,0.0,0.0,894,17.862030109503493,0.08069261655266519,0.4169857141053575,0.03671774496397283,0.2693512311717808,0.2711409402373653,0.0011089212944298795,11.40299088883067,723,14,0,709,0.8087248322147651,0.015659955257270694,0.0,0.7930648769574944
proposed,ppo,28,10901,7,0.08,18,16,374.09398637483724,210.52806984497025,1.0,0.9878135551747945,0.0,0.0,0.0,0.0,0.0,782,17.680450825949162,0.11903639186050047,0.5137786106200664,0.03630418222888237,0.23222506412154878,0.2404092074660084,0.012130824579616428,0.011537576654368551,645,4,10,631,0.8248081841432225,0.005115089514066497,0.01278772378516624,0.8069053708439897
proposed,ppo,28,11501,7,0.08,19,16,381.5594235976967,226.78071036749282,1.0,0.9888257640988054,0.0,0.0,0.0,0.0,0.0,749,17.73952054878761,0.0635368371670991,0.33765152812977567,0.03972036650501321,0.24325767696619988,0.25393858484336945,0.01112048711147725,2.662326751946525,620,1,11,608,0.8277703604806409,0.0013351134846461949,0.014686248331108143,0.8117489986648865
proposed,ppo,28,10601,7,0.08,20,16,448.36087016689885,307.44350101640674,1.0,0.9899143229604802,0.0,0.0,0.0,0.0,0.0,898,18.26182348441739,0.10110640671330327,0.25632484081195916,0.03868265440459374,0.24053452115812918,0.23942093541202672,0.0,28.469463234801673,773,0,0,773,0.8608017817371938,0.0,0.0,0.8608017817371938
proposed,ppo,28,10201,7,0.08,21,16,466.07005610869606,271.61254086087365,1.0,0.990062914465205,0.0,0.0,0.0,0.0,0.0,928,17.988180497423762,0.08157452995351565,0.5096561079907582,0.03451135876219206,0.2273706896551724,0.2338362068965517,0.00750653809493742,1.5040407022480402,790,0,8,782,0.8512931034482759,0.0,0.008620689655172414,0.8426724137931034
proposed,ppo,28,10901,7,0.08,22,16,102.58226150091195,-102.66128224469418,0.0,0.22359384070945612,1.0,1.0,0.0,0.0,1.0,239,17.79617893580382,0.08285390897476666,0.26486602417226845,0.049710535354694066,0.24267782426778242,0.2510460251046025,0.0,,193,0,0,193,0.8075313807531381,0.0,0.0,0.8075313807531381
proposed,ppo,28,10701,7,0.08,23,16,585.7327553588262,372.33132558069155,1.0,0.9908333235279319,0.0,0.0,0.0,0.0,0.0,1119,18.07325105816681,0.03644083034788636,0.23379077003321894,0.036577065523557356,0.25022341397535175,0.258445040470154,0.0010494174408185884,6.785229384107568,941,7,1,933,0.840929401251117,0.006255585344057194,0.0008936550491510277,0.8337801608579088
proposed,ppo,28,11101,7,0.08,24,16,520.3700862340211,338.88364054014505,1.0,0.990984162867269,0.0,0.0,0.0,0.0,0.0,1009,18.198340782344403,0.06128638863273224,0.3354407529643719,0.03752548106908207,0.23310208131584115,0.2342913776961025,0.0009094897059540333,6.851598365295374,865,2,1,862,0.8572844400396432,0.0019821605550049554,0.0009910802775024777,0.8543111992071358
proposed,ppo,28,10401,7,0.08,25,16,415.322836330384,-55.670180020468024,0.0,0.7239158016787481,1.0,1.0,0.0,0.0,1.0,915,17.595495522766868,0.08852906519318438,0.30205355883844726,0.036591153582710714,0.2242906943045027,0.23295272477988987,0.021465562597347283,0.6645041823141187,766,0,21,745,0.8371584699453551,0.0,0.022950819672131147,0.8142076502732241
proposed,ppo,28,11301,7,0.08,26,16,484.1684529040208,21.5062725002142,1.0,0.9907752595326965,0.0,0.0,0.0,0.0,0.0,1096,17.048451382007993,0.1420626642391952,0.6859445033639832,0.0444523966471821,0.24631786830451366,0.2536986429978461,0.042870168439552166,0.0012186201644580374,895,5,52,838,0.8166058394160584,0.004562043795620438,0.04744525547445255,0.7645985401459854
proposed,ppo,28,11201,7,0.08,27,16,603.1663585920379,358.2135881832841,1.0,0.9925264747828086,0.0,0.0,0.0,0.0,0.0,1327,16.90719206792106,0.10996173760721147,0.31083143391715606,0.038207864934142,0.3128862113277088,0.3163526769679744,0.002527819859027678,9.668450708557387,975,54,0,921,0.73474001507159,0.04069329314242653,0.0,0.6940467219291635
