variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,26,10400,7,0.0,0,16,429.0211966645141,303.44808804218695,1.0,0.98814302274863,0.0,0.0,0.0,0.0,0.0,806,18.228495155386984,0.039125881243151465,0.2084560271210494,0.004878783737200661,0.23449131513647642,0.2369727047146402,0.0,,693,0,0,693,0.8598014888337469,0.0,0.0,0.8598014888337469
proposed,ppo,26,10800,7,0.0,1,16,405.53759265348356,284.1659984170483,1.0,0.9870740530118809,0.0,0.0,0.0,0.0,0.0,810,18.28609454916001,0.10655385383503639,0.4760212994846733,0.004390893829411563,0.21728395061728395,0.21975308641975308,0.0,,706,0,0,706,0.8716049382716049,0.0,0.0,0.8716049382716049
proposed,ppo,26,10500,7,0.0,2,16,460.0297099682845,314.16281530604556,1.0,0.9891341689259309,0.0,0.0,0.0,0.0,0.0,894,18.282941524015317,0.07304549114809053,0.4211381362853566,0.004524858270498863,0.22371364653243847,0.22595078299776286,0.0,,777,0,0,777,0.8691275167785235,0.0,0.0,0.8691275167785235
proposed,ppo,26,11000,7,0.0,3,16,472.0778475791777,322.62333016132084,1.0,0.9893848435744023,0.0,0.0,0.0,0.0,0.0,909,18.2602171438363,0.062059626638478416,0.24595888443829406,0.005908011776939182,0.23322332233223322,0.23322332233223322,0.0,,786,0,0,786,0.8646864686468647,0.0,0.0,0.8646864686468647
proposed,ppo,26,10600,7,0.0,4,16,497.185058886005,321.8021149989726,1.0,0.9921942561759829,0.0,0.0,0.0,0.0,0.0,1042,18.322654622727907,0.1424316930754992,0.4532700623686186,0.005471064112973247,0.2255278310940499,0.2236084452975048,0.0,,908,0,0,908,0.8714011516314779,0.0,0.0,0.8714011516314779
proposed,ppo,26,11300,7,0.0,5,16,535.7208353049269,349.0199985388844,1.0,0.9909842903147136,0.0,0.0,0.0,0.0,0.0,1045,18.341276526110267,0.0750833289872728,0.4979894677876217,0.003825016039463749,0.21435406698564594,0.21626794258373205,0.0,,917,0,0,917,0.877511961722488,0.0,0.0,0.877511961722488
proposed,ppo,26,11100,7,0.0,6,16,523.334469287491,339.3096408927538,1.0,0.9904433455711142,0.0,0.0,0.0,0.0,0.0,1057,18.313818088146384,0.1079216961416456,0.5331128353817473,0.0031433753218138793,0.2194891201513718,0.2194891201513718,0.0,,925,0,0,925,0.8751182592242195,0.0,0.0,0.8751182592242195
proposed,ppo,26,11500,7,0.0,7,16,587.7471118108191,378.7711418070924,1.0,0.9915165974859003,0.0,0.0,0.0,0.0,0.0,1136,18.327934101276977,0.06164121682209062,0.23752515380476838,0.0031542291563056725,0.21919014084507044,0.22095070422535212,0.0,,994,0,0,994,0.875,0.0,0.0,0.875
proposed,ppo,26,11400,7,0.0,8,16,545.5212075903255,343.62630771536806,1.0,0.991631417847122,0.0,0.0,0.0,0.0,0.0,1138,18.27861870557947,0.1298298385231248,0.546564364569985,0.008944110520534308,0.2460456942003515,0.24428822495606328,0.0,,980,0,0,980,0.8611599297012302,0.0,0.0,0.8611599297012302
proposed,ppo,26,10200,7,0.0,9,16,592.6282671288811,380.6192563505208,1.0,0.9915554601288721,0.0,0.0,0.0,0.0,0.0,1146,18.284275996412063,0.059533957836526735,0.36889434247253533,0.0029713476448926107,0.23211169284467714,0.23298429319371727,0.0,,995,0,0,995,0.868237347294939,0.0,0.0,0.868237347294939
proposed,ppo,26,11200,7,0.0,10,16,627.4529501169619,401.4324265707352,1.0,0.9918319757455458,0.0,0.0,0.0,0.0,0.0,1166,18.366920219231446,0.02216744069063263,0.05469839506267624,0.002058672730285374,0.20926243567753003,0.2109777015437393,0.0,,1028,0,0,1028,0.8816466552315609,0.0,0.0,0.8816466552315609
proposed,ppo,26,10900,7,0.0,11,16,623.164713553549,396.3551867322338,1.0,0.9925300333127872,0.0,0.0,0.0,0.0,0.0,1199,18.315016348726846,0.053164973864038324,0.3558180568216766,0.004760806154369612,0.2285237698081735,0.23185988323603002,0.0,,1044,0,0,1044,0.8707256046705588,0.0,0.0,0.8707256046705588
proposed,ppo,26,10000,7,0.0,12,16,681.6812435365204,423.1188743090938,1.0,0.9930117623834588,0.0,0.0,0.0,0.0,0.0,1320,18.324381505500025,0.05902089797793445,0.42687148689333654,0.0026336832624634333,0.22575757575757577,0.22727272727272727,0.0,,1154,0,0,1154,0.8742424242424243,0.0,0.0,0.8742424242424243
proposed,ppo,26,10300,7,0.0,13,16,699.593040060485,434.1046444455629,1.0,0.9932753911694819,0.0,0.0,0.0,0.0,0.0,1346,18.337161554985073,0.05224565554728737,0.19198706986077538,0.0028185666857749488,0.2213967310549777,0.22288261515601784,0.0,,1180,0,0,1180,0.8766716196136701,0.0,0.0,0.8766716196136701
proposed,ppo,26,10100,7,0.0,14,16,684.0126770683024,422.70463218672415,1.0,0.9934371925370556,0.0,0.0,0.0,0.0,0.0,1352,18.336328936240754,0.07933565880177335,0.3369308195180147,0.003253646479084669,0.22411242603550297,0.22559171597633135,0.0,,1183,0,0,1183,0.875,0.0,0.0,0.875
proposed,ppo,26,10700,7,0.0,15,16,732.1214056608651,383.71653863124595,0.0,0.8733841848262509,0.0,0.0,0.0,0.0,0.0,1500,18.375045083509978,0.0875686917148995,0.3133370854003742,0.00208342826894174,0.216,0.21733333333333332,0.0,,1322,0,0,1322,0.8813333333333333,0.0,0.0,0.8813333333333333
proposed,ppo,26,11301,7,0.0,16,16,412.9342308265666,294.9804383480278,1.0,0.988073932844336,0.0,0.0,0.0,0.0,0.0,783,18.240976406507418,0.051296540010783376,0.2701383239735352,0.0036618201838780106,0.227330779054917,0.22988505747126436,0.0,,677,0,0,677,0.8646232439335888,0.0,0.0,0.8646232439335888
proposed,ppo,26,10601,7,0.0,17,16,440.6259446298133,307.59064149214737,1.0,0.9881840074627963,0.0,0.0,0.0,0.0,0.0,840,18.28770589374698,0.054880550496031716,0.28075439444394656,0.006689311781277259,0.22380952380952382,0.2261904761904762,0.0,,730,0,0,730,0.8690476190476191,0.0,0.0,0.8690476190476191
proposed,ppo,26,11401,7,0.0,18,16,420.37577560617524,291.0159810791768,1.0,0.9891025319941701,0.0,0.0,0.0,0.0,0.0,844,18.23609635676389,0.10651391730326254,0.47181380003961965,0.005152663816830311,0.23459715639810427,0.23696682464454977,0.0,,727,0,0,727,0.8613744075829384,0.0,0.0,0.8613744075829384
proposed,ppo,26,10501,7,0.0,19,16,554.135195796643,358.68271906106105,1.0,0.9916844672453258,0.0,0.0,0.0,0.0,0.0,1090,18.357093848234353,0.08288004604529031,0.41554409137362686,0.003504565577748992,0.21100917431192662,0.21284403669724772,0.0,,959,0,0,959,0.8798165137614679,0.0,0.0,0.8798165137614679
proposed,ppo,26,10001,7,0.0,20,16,358.30011903798845,268.2195187547476,1.0,0.9864602098453868,0.0,0.0,0.0,0.0,0.0,671,18.254167993289805,0.04655857947134254,0.20200383531204696,0.006987316145293759,0.22056631892697467,0.22354694485842028,0.0,,581,0,0,581,0.8658718330849479,0.0,0.0,0.8658718330849479
proposed,ppo,26,10901,7,0.0,21,16,416.87604374732655,286.9015032405565,1.0,0.9935024816138943,0.0,0.0,0.0,0.0,0.0,852,18.263555363714598,0.12046770222960687,0.6960578947147019,0.007763976936267925,0.23708920187793428,0.23943661971830985,0.0,,733,0,0,733,0.8603286384976526,0.0,0.0,0.8603286384976526
proposed,ppo,26,11001,7,0.0,22,16,600.054222534558,384.8048052265448,1.0,0.9923164686209202,0.0,0.0,0.0,0.0,0.0,1167,18.311446017592985,0.06557743302135967,0.2807729274291981,0.002130238067569417,0.22450728363324765,0.2262210796915167,0.0,,1019,0,0,1019,0.8731790916880892,0.0,0.0,0.8731790916880892
proposed,ppo,26,11501,7,0.0,23,16,525.7145693081197,351.45629082497385,1.0,0.9895465357793307,0.0,0.0,0.0,0.0,0.0,973,18.34176824835364,0.0228966666390559,0.1676416946481884,0.002686309906723933,0.20966084275436794,0.2117163412127441,0.0,,855,0,0,855,0.8787255909558068,0.0,0.0,0.8787255909558068
proposed,ppo,26,10801,7,0.0,24,16,700.4883598240649,433.0794306990355,1.0,0.9933357182848758,0.0,0.0,0.0,0.0,0.0,1360,18.346461724832036,0.06183175390920774,0.23570120170400208,0.0030526622472440497,0.22058823529411764,0.22205882352941175,0.0,,1193,0,0,1193,0.8772058823529412,0.0,0.0,0.8772058823529412
proposed,ppo,26,11101,7,0.0,25,16,547.8638930116166,334.50555377631844,1.0,0.9946788344474787,0.0,0.0,0.0,0.0,0.0,1193,18.305260720824258,0.171813784455622,0.5121928678500361,0.006542874749184704,0.2363788767812238,0.2363788767812238,0.0,,1035,0,0,1035,0.86756077116513,0.0,0.0,0.86756077116513
