variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,risk_gate_rate,continuous_risk_penalty,event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,source_config_json,source_model_path
proposed_gated_risk,ppo,1,11200,7,0.2,0,16,173.64679163943276,-28.288748030776333,0.0,0.3456196110218883,1.0,1.0,0.0,0.0,1.0,392,17.282204630388854,0.06506004823212673,0.3554732006711748,0.02590577916137646,0.34438775723077814,0.3540816346601564,0.009407595705977026,0.7983508566900194,0.701530612244898,18.78692829136814,10.0,273,19,2,252,0.6964285714285714,0.04846938775510204,0.00510204081632653,0.6428571428571429,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10000,7,0.2,1,16,162.3963397452034,-84.32549513624417,0.0,0.4669013576470186,1.0,1.0,0.0,0.0,1.0,452,14.512334414895307,0.09414053185104486,0.44276783882071363,0.04870244228709654,0.21560458245530592,0.24736494247892263,0.12032166798236825,0.566784953727049,0.661504424778761,64.14971931472664,10.0,344,0,71,273,0.7610619469026548,0.0,0.1570796460176991,0.6039823008849557,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10300,7,0.2,2,16,287.25530057529045,17.3275326571067,0.0,0.6117882079831547,1.0,1.0,0.0,0.0,1.0,698,16.268636084910717,0.10341088816929925,0.5761548717143268,0.038946902813032314,0.40228653278596765,0.40085386768794673,0.010562000905746374,0.6512400609938256,0.5787965616045845,40.62164594986454,10.0,399,56,3,340,0.5716332378223495,0.08022922636103152,0.004297994269340974,0.4871060171919771,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,11000,7,0.2,3,16,350.0083296013076,240.44164031660915,1.0,0.9885142704695818,0.0,0.0,0.0,0.0,0.0,720,17.75093983442845,0.10624949211138017,0.5578171018185317,0.04408180070006185,0.2647989597585466,0.28172180702288946,0.004210801489716146,6.031517816184975,0.8263888888888888,27.903095302827786,0.0,568,6,3,559,0.7888888888888889,0.008333333333333333,0.004166666666666667,0.7763888888888889,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10300,7,0.2,4,16,41.74456765774566,-106.22670712320169,0.0,0.0753837840060421,1.0,1.0,0.0,0.0,1.0,121,16.1083891173407,0.07973790949443861,0.22678805392590753,0.06505341685477121,0.27587557233069554,0.2718119089268456,0.05753367816814525,1.0895356912651435,0.6776859504132231,19.214342312316198,10.0,85,0,8,77,0.7024793388429752,0.0,0.06611570247933884,0.6363636363636364,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10200,7,0.2,5,16,394.3689429867808,197.2993906635627,1.0,0.9881562085523089,0.0,0.0,0.0,0.0,0.0,938,14.95674395254258,0.07977592016096013,0.5056163052740482,0.05380038109455091,0.21186991890610407,0.2485255049998318,0.09434426976102896,0.006258676273610921,0.6940298507462687,75.51132917192008,0.0,727,2,124,601,0.7750533049040512,0.0021321961620469083,0.13219616204690832,0.6407249466950959,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10600,7,0.2,6,16,480.77823925821497,269.20676700075614,1.0,0.990418224016801,0.0,0.0,0.0,0.0,0.0,1051,16.248190963497805,0.0741622163578336,0.33595860066000754,0.03714482199319139,0.2490829558853418,0.257161675352465,0.044437043027017745,1.086056829695769,0.7098001902949572,56.64908158902346,0.0,791,21,60,710,0.7526165556612749,0.019980970504281638,0.05708848715509039,0.6755470980019029,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10900,7,0.2,7,16,488.937621622475,291.4556935384789,1.0,0.9910689500937508,0.0,0.0,0.0,0.0,0.0,1051,17.079687631789223,0.09818456686683424,0.4846139972552917,0.03985619242723985,0.2658567861870966,0.2785135356728856,0.011958373123154533,2.7247361707395608,0.7706945765937203,44.50587527650826,0.0,805,20,17,768,0.7659372026641293,0.019029495718363463,0.016175071360608945,0.730732635585157,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10700,7,0.2,8,16,496.5160234794963,267.2432804468697,1.0,0.9909275242700646,0.0,0.0,0.0,0.0,0.0,1110,16.70619786108299,0.11477866130766268,0.5813569378639943,0.03553612244877595,0.27340121360512465,0.27935978292344926,0.012900037921892099,1.4474604726923976,0.7504504504504504,71.60183226368139,0.0,817,35,15,767,0.7360360360360361,0.03153153153153153,0.013513513513513514,0.690990990990991,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
proposed_gated_risk,ppo,1,10400,7,0.2,9,16,479.7316272217879,251.08476840100138,1.0,0.9903382016339642,0.0,0.0,0.0,0.0,0.0,1150,15.333237644896299,0.10563756962347415,0.6556196943413047,0.04486362249064057,0.35336813594983973,0.3556860925840295,0.01772693900309069,1.9913879444974063,0.6347826086956522,80.54457327525137,0.0,711,66,20,625,0.6182608695652174,0.057391304347826085,0.017391304347826087,0.5434782608695652,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/config.json,outputs/gated_risk_proposed_nenv16_seed1_1m/runs/proposed_gated_risk_ppo_s1/model/final_model.zip
