density,n_seeds,success,cost,route_completion,collision,out_of_road,mean_speed_kmh,mean_lane_deviation,ttc_risk,shield_intervention_rate,overspeed_guard_rate
0.0,3,0.9733333333333333,0.0,0.9900460169860201,0.0,0.0,18.305135976168152,0.08187097832803844,0.0,0.8699420204363723,0.8699420204363723
0.08,3,0.8666666666666667,0.09333333333333334,0.9528720664605664,0.08666666666666667,0.006666666666666667,17.867045397317348,0.0890642816431945,0.006067890139730758,0.8372779704403893,0.8235931605430347
0.15,3,0.5733333333333334,0.26,0.8385642552077082,0.24,0.02,15.607919450343934,0.1478562135290777,0.02051725239670618,0.6934790101907583,0.6245828087456001
