#{"t_start": 1780067324.902998, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,curriculum_stage
-103.703616,600,14.916455,0.0,0.0,5.015254026813233,-103.70361622489622,0.0,0.0,0.0,0.0,0.09027007742473168,600,0.6557438436459918,0.13586899315647352,0.3208052606396265,0.8493071106262505,0.774752492023011,0.5852351137995719,0.0,nan,0.0
-98.75296,600,36.73587,0.0,0.0,6.387395293846926,-98.75296045544954,0.0,0.0,0.0,0.0,0.11172561473262392,600,0.7450364023466663,0.12955476605633326,0.4155268334395595,0.7784127751613656,0.78499514642482,0.6359979937846462,0.0,nan,0.0
-93.236029,600,54.992085,0.0,0.0,6.995170150785784,-93.23602865049591,0.0,0.0,0.0,0.0,0.10157097995674834,600,0.7787368005010475,0.08405690624731628,0.19031384189342976,0.7838046972081065,0.7962093743681907,0.6266821386913458,0.0,nan,0.0
-85.833159,600,76.68028,0.0,0.0,11.849380158195528,-85.83315876968322,0.0,0.0,0.0,0.0,0.1574459910713217,600,1.0230942407537496,0.11501734551354045,0.328958531307994,0.8101036630819242,0.7738537720963359,0.6289678737769524,0.0,nan,0.0
-106.028063,600,95.100564,0.0,0.0,8.403150044280578,-106.0280633348288,0.0,0.0,0.0,0.0,0.13152488627036243,600,0.891214692775157,0.18774516896877513,0.7497452998697388,0.7899838331279655,0.780131430712839,0.6196000018467506,0.0,nan,0.0
-148.076852,600,119.278654,0.0,0.0,9.196663942398086,-148.07685180760828,0.0,0.0,0.0,0.0,0.2174795486199107,600,1.1944760187951702,0.41396525437184206,0.9929372646460793,0.8202900331094861,0.7549711473037799,0.5968135902285576,0.0,nan,0.0
-84.073022,600,148.60291,0.0,0.0,12.413826922869118,-84.07302181443956,0.0,0.0,0.0,0.0,0.17769026799016252,600,1.0627231423298944,0.12405385347728355,0.30193655670855574,0.7850175829914708,0.8022715920458238,0.5886888715376457,0.0,nan,0.0
-159.867901,600,160.009065,0.0,0.0,12.17762108292646,-159.86790091473335,0.0,0.0,0.0,0.0,0.264090960222909,600,1.4217882449925887,0.4853570372468876,0.9999455554253377,0.8466169643340011,0.7151897510389487,0.5686000809570153,0.0,nan,0.0
-150.190005,600,173.58268,0.0,0.0,11.167581749415131,-150.19000490025405,0.0,0.0,0.0,0.0,0.17455916947089425,600,1.2843604777819828,0.3981125467987599,1.156342175574082,0.8302370061911643,0.7293613713234663,0.5981094147264957,0.0,nan,0.0
-140.345857,600,187.935137,0.0,0.0,11.894068941440972,-140.34585698241924,0.0,0.0,0.0,0.0,0.1846933940309389,600,1.4054023709287702,0.3840321776236045,0.9984099222920619,0.8046184198992947,0.7020231037090222,0.5848902127643426,0.0,nan,0.0
