density,reference,gated_success,ref_success,delta_success,gated_cost,ref_cost,delta_cost,gated_route_completion,ref_route_completion,delta_route_completion,gated_collision,ref_collision,delta_collision,gated_out_of_road,ref_out_of_road,delta_out_of_road,gated_mean_speed_kmh,ref_mean_speed_kmh,delta_mean_speed_kmh,gated_mean_lane_deviation,ref_mean_lane_deviation,delta_mean_lane_deviation,gated_ttc_risk,ref_ttc_risk,delta_ttc_risk
0.0,guard_only,0.94,0.9733333333333333,-0.033333333333333326,0.0,0.0,0.0,0.9871855539328755,0.9902073727309076,-0.0030218187980320943,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
0.08,guard_only,0.8500000000000001,0.8733333333333334,-0.023333333333333317,0.08,0.09333333333333334,-0.013333333333333336,0.9588746128810446,0.9404938454525765,0.01838076742846806,0.08,0.09333333333333334,-0.013333333333333336,0.0,0.0,0.0,,,,,,,0.003693632026375746,0.0037571173315305508,-6.348530515480491e-05
0.15,guard_only,0.5900000000000001,0.6333333333333333,-0.043333333333333224,0.28,0.20666666666666667,0.07333333333333336,0.8431446184675685,0.867815496168541,-0.024670877700972538,0.28,0.19999999999999998,0.08000000000000004,0.0,0.006666666666666667,-0.006666666666666667,,,,,,,0.01614621757613592,0.01627759066310022,-0.00013137308696429748
