density,n_seeds,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,mean_speed_kmh,mean_lane_deviation,steering_variation,accel_variation,ttc_risk,risk_gate_rate,continuous_risk_penalty,event_risk_penalty,shield_intervention_rate,overspeed_guard_rate
0.0,2,0.0,0.003507598658902245,0.0,0.0,0.0,64.60170525660426,73.57589835686711,16.44730373039909,0.0057168710986036765,0.12372316962462902,0.0021106252013892643,0.0013218443774977958,0.0,0.03348215544895174,41.4153496749211,0.0,0.0014063213586983589,0.0014063213586983589
0.08,2,0.07071067811865474,0.005645947311275561,0.02828427124746191,0.0,0.02828427124746191,78.3268251578554,69.26797424595468,34.23811034505268,0.07261157913758293,0.11452368679005004,0.00581021552417465,0.005337522240143447,0.0014665906358841835,0.051288822353274234,37.54501004792433,0.28284271247461906,0.008049932489904607,0.010979374123151225
0.15,2,0.04242640687119281,0.00896832981914371,0.0,0.0,0.0,25.975768132884618,47.941288815737906,54.8856283556999,0.14048447974991168,0.08940496613186762,0.009851474475275094,0.004930907094830203,0.00446930796320172,0.041377186730795615,32.698211169387534,0.0,0.004433849610225977,0.0018588840686209068
