density,reference,gated_success,ref_success,delta_success,gated_cost,ref_cost,delta_cost,gated_route_completion,ref_route_completion,delta_route_completion,gated_collision,ref_collision,delta_collision,gated_out_of_road,ref_out_of_road,delta_out_of_road,gated_mean_speed_kmh,ref_mean_speed_kmh,delta_mean_speed_kmh,gated_mean_lane_deviation,ref_mean_lane_deviation,delta_mean_lane_deviation,gated_ttc_risk,ref_ttc_risk,delta_ttc_risk
0.0,retune_full,0.94,0.9666666666666667,-0.026666666666666727,0.0,0.0,0.0,0.9871855539328755,0.9909099298213548,-0.003724375888479292,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
0.08,retune_full,0.8500000000000001,0.8866666666666666,-0.036666666666666514,0.08,0.07333333333333335,0.006666666666666654,0.9588746128810446,0.9532507446125064,0.0056238682685382235,0.08,0.07333333333333335,0.006666666666666654,0.0,0.0,0.0,,,,,,,0.003693632026375746,0.0062335624171966425,-0.0025399303908208966
0.15,retune_full,0.5900000000000001,0.6200000000000001,-0.030000000000000027,0.28,0.24000000000000002,0.04000000000000001,0.8431446184675685,0.8529630182358657,-0.009818399768297237,0.28,0.22,0.060000000000000026,0.0,0.02,-0.02,,,,,,,0.01614621757613592,0.019861627778419197,-0.003715410202283276
