density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk
0.0,0.99,0.9903166259679401,0.0,0.0,0.0,472.4827338933417,259.0500603585215,1066.59,18.298474257712897,0.2059843539064101,0.014783604735078816,0.2293049501006934,0.0
0.08,0.8200000000000001,0.9092816795937779,0.15000000000000002,0.01,0.16,428.65802226348245,164.72786890278638,1000.1500000000001,17.930858547729088,0.22201149901640813,0.0211593031166726,0.23750152291212343,0.005891995797861711
0.15,0.53,0.7925974978601315,0.32,0.01,0.32999999999999996,360.0072695234451,-64.22770249554614,1039.17,15.9970842529611,0.27449427069101734,0.03389057339099983,0.3157085357237256,0.020026923640833583
