density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk
0.0,0.014142135623730963,0.0013132493085576634,0.0,0.0,0.0,79.81646381693261,109.58063930572737,8.838834764831844,0.005945969062671121,0.1566679034562737,0.005931199569373702,0.001995586355860747,0.0
0.08,0.02828427124746185,0.04346176754009007,0.014142135623730944,0.01414213562373095,0.028284271247461888,110.87272701499577,136.74355957267082,68.23580438450192,0.05994528135997236,0.1695580552165759,0.004735765547645237,0.0022426313867240336,0.0005199057032143541
0.15,0.07071067811865474,0.07988600501906873,0.11313708498984763,0.01414213562373095,0.12727922061357855,108.82134990088959,166.67948798733528,125.17204240564271,0.1762335052850005,0.1705261207867058,0.0036465613204612283,0.011921818216678199,0.0014764743611303149
