#{"t_start": 1782900107.235324, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,episode_rcpo_cost_lambda,curriculum_stage
-23.439548,600,4.317606,0.0,0.0,5.787112997608248,-23.43954780219049,0.0,0.0,0.0,0.0,0.08889652330018104,600,0.609749645394073,0.06580921950070352,0.1355081394922753,0.8206996978198489,0.7929081496720513,0.5930907946328322,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-23.45982,600,9.019178,0.0,0.0,4.771361163278015,-23.45981975556578,0.0,0.0,0.0,0.0,0.08848332209317475,600,0.6196080772327197,0.10876898573682764,0.24507239612347767,0.81963871381556,0.7748511388432234,0.5851240607288977,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-20.471348,600,12.413801,0.0,0.0,7.6807387398480085,-20.471348316489696,0.0,0.0,0.0,0.0,0.10460941045287722,600,0.8007023795246306,0.09405593465429554,0.22788223579039557,0.7924080800078809,0.8115821962431073,0.6397453087319931,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,18.75,0.0
-13.524318,600,17.043435,0.0,0.0,12.529797337936403,-13.524317872169373,0.0,0.0,0.0,0.0,0.18035944862874712,600,1.0431936578802308,0.06190301520012266,0.19131063276262175,0.856214906796813,0.7416770057256024,0.5623954275995493,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.75,0.0
-16.88592,600,20.39854,0.0,0.0,10.661134690143319,-16.88591990760258,0.0,0.0,0.0,0.0,0.13111709157752552,600,0.9549022636019312,0.1364523248873536,0.24954818482208566,0.7904555901916077,0.7771362611403068,0.6403391793866953,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.5,0.0
-4.998597,600,24.730404,0.0,0.0,15.240525604287347,-4.998596706140153,0.0,0.0,0.0,0.0,0.2710380163905393,600,1.6158645256507562,0.4380908063639482,0.7999255573873905,0.7980780315026641,0.6915053864816825,0.57215996230642,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.75,0.0
-4.267903,600,29.227527,0.0,0.0,17.88690970711306,-4.267903029563884,0.0,0.0,0.0,0.0,0.23128807056265266,600,1.6691163630464736,0.26045954590798975,0.997798067314764,0.8005908916083475,0.6849423634509245,0.5076467152436575,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0
-7.606934,230,30.559498,0.0,1.0,-3.732152889230891,-7.606934425598948,0.0,0.0,0.0,1.0,0.13697140063388322,230,1.8633718728101303,0.3606742508862859,1.0233636620612256,0.8512486407290334,0.6456876202769901,0.491200854856035,0.0,nan,0.004347826086956522,0.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0
1.80165,600,34.05676,0.0,0.0,25.11616470992953,1.8016499552146998,0.0,0.0,0.0,0.0,0.26811892000833104,600,1.8392963469898802,0.13023384953567055,0.4212753731363263,0.8092012946556012,0.6671460812787214,0.5127414440115293,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,12.75,0.0
22.773528,600,38.872947,0.0,0.0,30.431595642740533,22.773527578043993,0.0,0.0,0.0,0.0,0.5869243252224572,600,3.4728967081849804,0.4159268128333202,0.9742713800734546,0.8211852768436074,0.5268755928675334,0.44124676485856373,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39.25,0.0
19.700584,600,43.588061,0.0,0.0,24.966782674274306,19.700583795364977,0.0,0.0,0.0,0.0,0.5455730819409276,600,3.5595611589891254,0.9155162744071763,2.0,0.8393147125591834,0.5398040048281352,0.4461734166741371,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,80.5,0.0
15.079708,600,47.105746,0.0,0.0,23.60961434611529,15.079707739547766,0.0,0.0,0.0,0.0,0.4391633522163377,600,3.4552553634749175,0.555251983031171,1.3278218832222988,0.8057718964914481,0.5428381068011124,0.4242390317718188,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,85.25,0.0
46.866204,600,51.778556,0.0,0.0,59.389907129443586,46.86620440263325,0.0,0.0,0.0,0.0,0.7790416945970471,600,4.451221952457394,0.1891140302866425,0.9866148174997595,0.7624836817011237,0.5032370631396771,0.4109331259131432,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,86.5,0.0
-76.934188,178,52.798336,0.0,1.0,6.216415752835314,-76.93418753323557,0.0,0.0,0.0,1.0,0.31525348634489275,178,6.234720082968543,0.3622822595192665,1.0315306264336563,0.8238388348496362,0.42002289482716765,0.38742023371578604,0.0,nan,0.0056179775280898875,0.0,88.75,0,0,0,0,0.0,0.0,0.0,0.0,88.75,0.0
