#{"t_start": 1782900107.224653, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,episode_rcpo_cost_lambda,curriculum_stage
-23.19208,600,4.329206,0.0,0.0,5.040304668651471,-23.192079559737586,0.0,0.0,0.0,0.0,0.08792560353122297,600,0.6539325621383373,0.1501061413202398,0.2501833255241765,0.8454659744848808,0.8204146730992943,0.6464474392247697,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-20.702164,600,9.030078,0.0,0.0,6.722087663284294,-20.70216397306755,0.0,0.0,0.0,0.0,0.11622640650967633,600,0.7266512665864768,0.16623963833983954,0.28586364895642696,0.8182165502384305,0.8486960491910577,0.6169330507268508,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-21.592675,600,12.424312,0.0,0.0,4.287664462681024,-21.592674606314823,0.0,0.0,0.0,0.0,0.1121164387448221,600,0.8420028220537293,0.6819995497578284,0.9946778814128923,0.8276955287717283,0.7980895619218548,0.6583249871184429,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,18.75,0.0
-33.035434,414,15.983479,0.0,1.0,-5.707963656986559,-33.03543439884375,0.0,0.0,0.0,1.0,0.14728491432165125,414,1.0742976346564221,0.3579717544191959,1.0309417610311176,0.8515777863238169,0.7906628291028134,0.5963074174048244,0.0,nan,0.0024154589371980675,0.0,17.5,0,0,0,0,0.0,0.0,0.0,0.0,17.5,0.0
-13.124711,600,19.375744,0.0,0.0,7.776999058514665,-13.124711356225117,0.0,0.0,0.0,0.0,0.19122630381725145,600,1.3523799310632303,0.5735753756679056,0.9995371383547184,0.7929057619037727,0.7407665286709865,0.5936612409849962,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,0.0
-11.924448,600,23.74495,0.0,0.0,7.342293110695558,-11.924448143161957,0.0,0.0,0.0,0.0,0.22014684338300897,600,1.4241622722935756,1.0592054413517318,2.0,0.8645741346571595,0.7198665904253722,0.578609627733628,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,12.25,0.0
-4.601383,600,26.979445,0.0,0.0,14.32326060892705,-4.601383311907349,0.0,0.0,0.0,0.0,0.2928995461209711,600,1.5806577700947178,0.3803318876400405,0.8824038793064259,0.8097973001003266,0.7331456628690163,0.5897438470025858,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8.5,0.0
-7.137373,236,29.554548,0.0,1.0,-2.373458001140162,-7.137373492037461,0.0,0.0,0.0,1.0,0.15664518361775398,236,2.428562976725815,0.3817124163604849,1.0547022592522988,0.7263666579057857,0.6237148201819194,0.5064239469120058,0.0,nan,0.00423728813559322,0.0,4.75,0,0,0,0,0.0,0.0,0.0,0.0,4.75,0.0
12.541578,600,33.038424,0.0,0.0,24.013693894720646,12.541577732535396,0.0,0.0,0.0,0.0,0.479491026172503,600,2.562908701310148,0.35973682082349717,0.9954029503985088,0.8061875268040846,0.6110682587325573,0.4848030588030815,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.25,0.0
-18.377468,346,36.211285,0.0,1.0,-4.5972244143359084,-18.37746766001552,0.0,0.0,0.0,1.0,0.23570481823841458,346,2.700354743085647,1.2732770607903185,2.0,0.8220976892578808,0.5362004994312463,0.4744247783815241,0.0,nan,0.002890173410404624,0.0,16.5,0,0,0,0,0.0,0.0,0.0,0.0,16.5,0.0
-24.758502,370,38.486187,0.0,1.0,9.422610598494927,-24.75850240776546,0.0,0.0,0.0,1.0,0.2410064097662363,370,2.8888525906386673,0.2478484143867785,1.026734091356059,0.8070652017520892,0.5751238566798133,0.5065620245160283,0.0,nan,0.002702702702702703,0.0,31.25,0,0,0,0,0.0,0.0,0.0,0.0,31.25,0.0
-55.953849,334,40.476848,0.0,1.0,-2.164379042715649,-55.953849212229045,0.0,0.0,0.0,1.0,0.24927801030429272,334,2.665233605834855,1.0579020464299338,2.0,0.775193171765276,0.5385550247159546,0.471734502893722,0.0,nan,0.0029940119760479044,0.0,57.0,0,0,0,0,0.0,0.0,0.0,0.0,57.0,0.0
21.33258,600,45.105984,0.0,0.0,29.27595990312465,21.332580487577175,0.0,0.0,0.0,0.0,0.5564866845338275,600,3.5547467759187588,0.5271271693929559,1.9929772287727345,0.8757162912686666,0.5190345859030883,0.43531113505363467,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,85.75,0.0
-71.116703,584,48.598418,0.0,1.0,6.095605501320708,-71.11670259953051,0.0,0.0,0.0,1.0,0.5678498216603047,584,3.702110226863866,0.8669550770115717,1.7616327912516214,0.7983425182660353,0.4879838184338726,0.409904101327674,0.0,nan,0.0017123287671232876,0.0,84.0,0,0,0,0,0.0,0.0,0.0,0.0,84.0,0.0
-78.336485,475,52.488204,0.0,1.0,5.477459658166927,-78.33648517535693,0.0,0.0,0.0,1.0,0.3791594998519875,475,3.7838256989069654,0.5451900246611193,1.8777663028457885,0.8114625016639108,0.46619415264380604,0.4199406002697192,0.0,nan,0.002105263157894737,0.0,87.0,0,0,0,0,0.0,0.0,0.0,0.0,87.0,0.0
-106.029657,463,55.302209,0.0,1.0,-2.4975024319166197,-106.02965708034019,0.0,0.0,0.0,1.0,0.38230313785393755,463,3.6333799242749527,1.4447729375949174,2.0,0.8479767696887706,0.5122837805336031,0.43201718242843,0.0,nan,0.0021598272138228943,0.0,108.5,0,0,0,0,0.0,0.0,0.0,0.0,108.5,0.0
15.241253,600,59.993879,0.0,0.0,20.30005278258582,15.24125256212124,0.0,0.0,0.0,0.0,0.4663742056942778,600,3.324850006253465,0.7265357575165388,2.0,0.8247007498517632,0.5414427666862806,0.46374050617218016,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,131.25,0.0
30.29501,600,64.598468,0.0,0.0,27.993547658360516,30.29500971647216,0.0,0.0,0.0,0.0,0.7382745295763965,600,4.417007532173378,0.7197391220117234,2.0,0.7811948776555558,0.49043274357914923,0.38696363280216856,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,133.0,0.0
92.900764,614,68.183051,1.0,0.0,57.53734718375937,92.90076405110221,0.0,0.0,0.0,0.0,0.9510696819740849,614,5.674434411523314,0.7103145875374349,2.0,0.7651337191935762,0.44540406132559823,0.39783887443790994,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,124.5,1.0
11.825831,800,75.460705,0.0,0.0,32.18700385186777,11.825831400266901,0.0,0.0,0.0,0.0,0.23441098247776712,800,4.143499518890476,0.7858238799964748,2.0,0.7547382787056267,0.4983235999569297,0.39898106500506403,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,115.75,1.0
25.476973,800,83.053032,0.0,0.0,47.13475354626286,25.47697330467584,0.0,0.0,0.0,0.0,0.25698655105148016,800,5.090537741187805,0.7019284172747485,2.0,0.816751942220144,0.4446317181363702,0.366144250780344,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,111.5,1.0
16.789784,600,87.264969,0.0,0.0,25.908403978585866,16.78978448242695,0.0,0.0,0.0,0.0,0.3211860831044665,600,4.681006381550912,0.8388208157804661,1.6081727401836245,0.8225507597873608,0.490643802434206,0.4049916180968285,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,110.5,0.0
39.9834,600,92.056662,0.0,0.0,52.568988989778404,39.98339977828199,0.0,0.0,0.0,0.0,0.6282968427797587,600,4.54449172215054,0.31789341811586175,0.9889282147445785,0.8314652201533318,0.4603808475037416,0.3725112141172091,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,99.5,0.0
107.667194,770,98.022922,1.0,0.0,86.1137645125335,107.66719351600963,0.0,0.0,0.0,0.0,0.9603437086580943,770,5.579800067231021,0.4193779784501954,1.4179764981448821,0.7585392452195867,0.4232036692755563,0.3742274254173427,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,80.0,1.0
-66.234213,213,99.943291,0.0,1.0,13.038700011997179,-66.23421319937106,0.0,0.0,0.0,1.0,0.13988122648767862,213,7.594210541702015,0.3851594008041928,1.068868800595444,0.7591821405109666,0.3588676672306419,0.3363413542089328,0.0,nan,0.004694835680751174,0.0,76.0,0,0,0,0,0.0,0.0,0.0,0.0,76.0,1.0
52.715606,800,107.322538,0.0,0.0,67.15509974267377,52.71560605245718,0.0,0.0,0.0,0.0,0.7096018727040085,800,7.436603953267138,0.6288769497686153,2.0,0.7834527940908447,0.35596191365271806,0.3367418696731329,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,82.75,1.0
51.461835,600,111.988297,0.0,0.0,79.98276921294438,51.46183514702928,0.0,0.0,0.0,0.0,0.4256816846852348,600,8.260848433077113,0.42573683810531066,1.0927069830967957,0.7325132821748654,0.33059673657019933,0.30050695488850276,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,81.75,0.0
108.981185,508,116.138493,1.0,0.0,83.00260390330888,108.98118549949635,0.0,0.0,0.0,0.0,0.9609961182613976,508,8.515229418800185,0.48646557384185524,1.5058405030589526,0.7556107001540464,0.31632198991737964,0.28997040616245723,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,75.25,0.0
98.234546,382,118.519531,1.0,0.0,60.57943976686552,98.23454584878387,0.0,0.0,0.0,0.0,0.9531608655117038,382,9.343956502371105,0.6229160594493983,2.0,0.7742655579468811,0.27887558921469446,0.2428556134563466,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,63.0,1.0
80.181882,800,126.626828,0.0,0.0,121.47862495990918,80.1818820532449,0.0,0.0,0.0,0.0,0.6730856524430123,800,12.295347306092356,0.5688088093742334,2.0,0.7059678566642106,0.2833504554629326,0.24955149099230767,0.0,9.032081780299087,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,50.75,1.0
-42.812835,273,129.222848,0.0,1.0,20.053680080789878,-42.81283508180803,0.0,0.0,0.0,1.0,0.1720108292599019,273,8.812837940090647,0.9642261390486355,2.0,0.750211924860329,0.2949571956645001,0.2334068435015696,0.023085850546212143,1.1080794020870517,0.003663003663003663,0.0,57.75,0,0,0,0,0.0,0.0,0.0,0.0,57.75,1.0
57.591683,600,134.703502,0.0,0.0,70.59797952054478,57.59168305034939,0.0,0.0,0.0,0.0,0.7530897763359,600,10.979416340280245,0.770411022895631,2.0,0.7492480424170693,0.26701952109734217,0.23432633141676584,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,64.0,0.0
110.053133,410,137.014957,1.0,0.0,84.27409373839717,110.05313297749531,0.0,0.0,0.0,0.0,0.9588695369432227,410,10.436623178771967,0.446384693841606,0.9978086222470599,0.7039425781950718,0.30440260767936705,0.28731055376006337,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,59.0,0.0
103.543884,290,138.809697,1.0,0.0,70.25393550004719,103.54388434221877,0.0,0.0,0.0,0.0,0.9505638864065047,290,11.271830654085074,0.43399429360548203,0.9946857834794535,0.7766417819364317,0.23707744458626057,0.2269429009536217,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,50.75,1.0
93.723147,800,146.153921,0.0,0.0,150.27823182879064,93.72314673926141,0.0,0.0,0.0,0.0,0.6278010274955378,800,10.492857335793955,0.37283446407401455,1.323445371971996,0.6907320117484779,0.2996180945634842,0.28332858890295026,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,1.0
-26.293219,163,147.617287,0.0,1.0,10.493557622215768,-26.293219009380515,0.0,0.0,0.0,1.0,0.14366673931705337,163,12.097507939857525,0.6127486567180153,1.5814122020015124,0.6775552873596823,0.2857466808126017,0.2471798343892478,0.0,nan,0.006134969325153374,0.0,35.5,0,0,0,0,0.0,0.0,0.0,0.0,35.5,1.0
117.33895,1000,160.281684,0.0,0.0,178.54410194279438,117.33895010205968,0.0,0.0,0.0,0.0,0.945563304355413,1000,11.739520983943969,0.5174422927255038,1.6693371871384879,0.709697844658047,0.29585381656885146,0.26933574354648593,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,50.75,2.0
133.384172,1100,177.024275,0.0,0.0,211.16676220737696,133.38417171717992,0.0,0.0,0.0,0.0,0.9433596871163873,1100,11.975019032076165,0.44627554332449854,1.2101307176483593,0.6993154633790255,0.2607725576920943,0.23284921353513544,0.0024218916023800753,1.9414005170265143,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,67.25,3.0
