#{"t_start": 1782900107.1995223, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,episode_rcpo_cost_lambda,curriculum_stage
-22.641274,600,4.353245,0.0,0.0,5.566329294317984,-22.641274309341718,0.0,0.0,0.0,0.0,0.10251870144997693,600,0.6511739401438603,0.053099051696540674,0.10796508282404967,0.8111607486847788,0.8447704863548279,0.6067134093741576,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-22.251812,600,9.054743,0.0,0.0,6.501527042865246,-22.251811735852403,0.0,0.0,0.0,0.0,0.09324749142383296,600,0.7337059339400102,0.07005528815997004,0.1815475722522399,0.7917759083335598,0.8611060502706096,0.6389522566242765,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-16.665467,600,12.449458,0.0,0.0,8.357314805209246,-16.665467221358124,0.0,0.0,0.0,0.0,0.15852917920124124,600,0.9242067134830908,0.19179941052613717,0.3367300039885744,0.7731348269774269,0.8289664305746556,0.6524503230055173,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,18.75,0.0
-13.971354,600,17.079247,0.0,0.0,11.757203994975098,-13.971354192359444,0.0,0.0,0.0,0.0,0.18666812700510046,600,1.0320418006996825,0.06739600657150424,0.15718942156153715,0.8280891192238777,0.8027031019205848,0.6323557998488347,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.75,0.0
-12.580001,600,20.434242,0.0,0.0,11.733664166343793,-12.580000517830161,0.0,0.0,0.0,0.0,0.18343891329993137,600,1.174781737247694,0.26083040785309686,0.4555594458854539,0.7841173008922487,0.7527957169959942,0.5815825079878171,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.5,0.0
-6.829451,600,24.766131,0.0,0.0,16.46732951960982,-6.829450667210394,0.0,0.0,0.0,0.0,0.20289615243282336,600,1.494124947214753,0.27484385753022267,0.7578391554789561,0.7902149722290536,0.7093158953388532,0.6089911256233851,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.75,0.0
-8.769768,600,29.263212,0.0,0.0,5.44812078135167,-8.769768471841177,0.0,0.0,0.0,0.0,0.25853903791610017,600,1.7108574334328372,1.3460301927448317,2.0,0.8245724361141523,0.6863431327790022,0.5290881719191869,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0
4.983757,600,32.726734,0.0,0.0,19.901266604785953,4.983757183338993,0.0,0.0,0.0,0.0,0.34110412936486795,600,2.1144930969237405,0.3931796174127232,0.9998829489665132,0.8358345515218873,0.6040573946138224,0.4900338563323021,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0
-15.811809,171,33.74273,0.0,1.0,-8.4227650955076,-15.811809057992171,0.0,0.0,0.0,1.0,0.12498578299205432,171,1.7572348676038234,0.6010925232602671,1.0311519141709313,0.8066126990910859,0.63530939643146,0.4871887613458243,0.0,nan,0.005847953216374269,0.0,9.75,0,0,0,0,0.0,0.0,0.0,0.0,9.75,0.0
-12.77113,397,37.314974,0.0,1.0,6.573521340987444,-12.771129895485,0.0,0.0,0.0,1.0,0.2964036478007091,397,3.9961477544908752,0.7029643836729683,2.0,0.7801234040137202,0.5257429418996239,0.4534880033968678,0.0,nan,0.0025188916876574307,0.0,19.5,0,0,0,0,0.0,0.0,0.0,0.0,19.5,0.0
20.481415,600,40.8937,0.0,0.0,16.706888427012895,20.481415451590554,0.0,0.0,0.0,0.0,0.6692657079361366,600,3.8421423405398856,1.2711755911136815,2.0,0.8073328237732251,0.48887940133611363,0.41995246887207033,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,62.75,0.0
17.513322,600,45.544521,0.0,0.0,20.294134690889678,17.51332236628579,0.0,0.0,0.0,0.0,0.5455418340280314,600,3.3758789813982455,1.003167527057831,2.0,0.8397039254009724,0.5393878680467605,0.4296900317072868,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,87.0,0.0
-78.367661,314,47.521591,0.0,1.0,1.8257423426922017,-78.367660810942,0.0,0.0,0.0,1.0,0.29731560059039713,314,3.803440146861965,0.7093495508911579,2.0,0.8337523124542585,0.48926124451266734,0.4522359870421659,0.0,nan,0.0031847133757961785,0.0,84.5,0,0,0,0,0.0,0.0,0.0,0.0,84.5,0.0
-71.016754,386,50.88341,0.0,1.0,13.348049850829689,-71.01675448827058,0.0,0.0,0.0,1.0,0.37197401954381953,386,3.602640270615686,0.26596407787136134,1.0338230813017035,0.8050504060355956,0.5235945670407053,0.43231297141529734,0.0,nan,0.0025906735751295338,0.0,84.0,0,0,0,0,0.0,0.0,0.0,0.0,84.0,0.0
